age,rate,value
0_to_4,2147.6,1819
5_to_9,1873.1,1983
10_to_14,2970,2798
15_to_19,5778,5357
20_to_24,9049.3,8081
25_to_29,7169.3,7624
30_to_34,6717.5,7157
35_to_39,6569.2,6324
40_to_44,6404.9,5855
45_to_49,7565,6329
50_to_54,7132.4,6917
55_to_59,6202.7,6655
60_to_64,5248.1,4928
65_to_69,3688.9,3267
70_to_74,3376.2,2925
75_to_79,4147.8,2468
80_to_84,5513.7,2189
85_to_89,7244.3,1550
90+,11165,1082
