age,value,rate
0_to_4,447,527.8
5_to_9,413,390.1
10_to_14,682,723.9
15_to_19,2205,2378.3
20_to_24,2852,3193.7
25_to_29,2212,2080.1
30_to_34,2038,1912.8
35_to_39,1837,1908.2
40_to_44,1768,1934
45_to_49,1960,2342.8
50_to_54,2031,2094.2
55_to_59,2110,1966.6
60_to_64,1403,1494.1
65_to_69,959,1082.8
70_to_74,942,1087.3
75_to_79,962,1616.8
80_to_84,850,2141
85_to_89,675,3154.8
90+,485,5004.6
