"","age","rate","value"
"1","25_to_29",3177.8,56969
"2","30_to_34",2848,55056
"3","60_to_64",2349.9,35888
"4","75_to_79",2093.5,18856
"5","5_to_9",841,15218
"6","10_to_14",1507.7,27327
"7","90+",6155.8,10233
"8","50_to_54",2828,52016
"9","85_to_89",4237.4,14867
"10","65_to_69",1800.9,24362
"11","70_to_74",1632.4,21713
"12","55_to_59",2441.7,47049
"13","40_to_44",2524.3,46677
"14","80_to_84",2882.3,18316
"15","20_to_24",3999.1,63494
"16","0_to_4",778.9,13189
"17","35_to_39",2630.2,49989
"18","45_to_49",2870.5,48804
"19","15_to_19",3110.9,53490
