"","age","rate","value"
"1","25_to_29",9431.2,159872
"2","30_to_34",8222.6,153622
"3","40_to_44",6960.5,131173
"4","60_to_64",4984.9,78990
"5","10_to_14",3437.5,59323
"6","20_to_24",10468.1,157285
"7","15_to_19",7067.8,115544
"8","35_to_39",7402.5,141195
"9","65_to_69",3169,45759
"10","75_to_79",3195.2,33229
"11","5_to_9",1854.8,34518
"12","0_to_4",1900.1,30524
"13","80_to_84",4389.7,35313
"14","90+",11473.7,40277
"15","50_to_54",7165.8,134467
"16","85_to_89",6835,36152
"17","55_to_59",5852.5,115911
"18","45_to_49",7633.4,130845
"19","70_to_74",2631.6,38136
