"","age","rate","value"
"1","70_to_74",629.9,9128
"2","65_to_69",694.2,10024
"3","55_to_59",1275.6,25263
"4","85_to_89",2480.5,13120
"5","40_to_44",1338.1,25217
"6","75_to_79",926.9,9640
"7","80_to_84",1473.7,11855
"8","45_to_49",1587.5,27211
"9","50_to_54",1544.8,28989
"10","90+",4166.2,14625
"11","10_to_14",457.5,7896
"12","35_to_39",1391.9,26549
"13","60_to_64",1070.7,16966
"14","15_to_19",2217.5,36252
"15","25_to_29",1942.1,32922
"16","20_to_24",2645.4,39747
"17","30_to_34",1607.4,30030
"18","5_to_9",249.9,4651
"19","0_to_4",307.9,4946
