age,rate,value
0_to_4,2216.1,1877
5_to_9,1910.9,2023
10_to_14,3035.8,2860
15_to_19,5875.1,5447
20_to_24,9246.4,8257
25_to_29,7346,7812
30_to_34,6903.3,7355
35_to_39,6730.2,6479
40_to_44,6566.8,6003
45_to_49,7753.8,6487
50_to_54,7297.4,7077
55_to_59,6360.2,6824
60_to_64,5391.9,5063
65_to_69,3770.2,3339
70_to_74,3448.9,2988
75_to_79,4245.2,2526
80_to_84,5664.8,2249
85_to_89,7492.1,1603
90+,11526.2,1117
