age,value,rate
0_to_4,213,263.5
5_to_9,197,176.5
10_to_14,275,307
15_to_19,1758,1995.3
20_to_24,2091,2516.8
25_to_29,1805,1879.1
30_to_34,1613,1585.8
35_to_39,1595,1649.7
40_to_44,1594,1704.7
45_to_49,1783,2075.8
50_to_54,2050,2008
55_to_59,1836,1622.1
60_to_64,1130,1142
65_to_69,583,623
70_to_74,522,563.4
75_to_79,576,856.1
80_to_84,661,1320.2
85_to_89,732,2253.6
90+,794,3812.7
