"","age","rate","value"
"1","0_to_4",744.8,11964
"2","70_to_74",1251.2,18132
"3","50_to_54",3193.6,59929
"4","5_to_9",691.9,12877
"5","15_to_19",3856.5,63046
"6","40_to_44",2935.2,55314
"7","35_to_39",3079,58728
"8","85_to_89",3722.1,19687
"9","90+",6129.5,21517
"10","55_to_59",2621.2,51913
"11","60_to_64",2221.9,35208
"12","30_to_34",3439.4,64258
"13","75_to_79",1623.1,16880
"14","80_to_84",2334.7,18782
"15","20_to_24",4981.6,74850
"16","25_to_29",4017.4,68101
"17","45_to_49",3366.9,57712
"18","10_to_14",1396.9,24107
"19","65_to_69",1439.3,20782
