"","age","rate","value"
"1","10_to_14",37.2,674
"2","50_to_54",423.5,7789
"3","75_to_79",825,7431
"4","15_to_19",67.1,1154
"5","90+",3347.1,5564
"6","35_to_39",283.9,5396
"7","60_to_64",449.4,6864
"8","45_to_49",404,6869
"9","85_to_89",2173.3,7625
"10","55_to_59",405.8,7819
"11","30_to_34",294.9,5701
"12","40_to_44",307.7,5690
"13","20_to_24",188.8,2998
"14","25_to_29",287.5,5154
"15","5_to_9",32.9,595
"16","70_to_74",492.3,6548
"17","65_to_69",421.4,5701
"18","80_to_84",1353.4,8600
"19","0_to_4",31.8,539
