"","age","rate","value"
"1","30_to_34",565.4,10563
"2","70_to_74",346.9,5027
"3","85_to_89",1962.6,10381
"4","20_to_24",502.5,7550
"5","75_to_79",616.3,6409
"6","10_to_14",53.5,923
"7","35_to_39",487,9289
"8","65_to_69",314.2,4537
"9","50_to_54",650.5,12207
"10","15_to_19",146.1,2389
"11","80_to_84",1099.7,8847
"12","25_to_29",659,11171
"13","5_to_9",42.6,793
"14","0_to_4",41.2,662
"15","40_to_44",512.1,9651
"16","60_to_64",479.2,7594
"17","90+",3344.1,11739
"18","45_to_49",649.4,11132
"19","55_to_59",555.7,11006
