"","age","rate","value"
"1","5_to_9",2630.3,47598
"2","75_to_79",4293.5,38672
"3","20_to_24",9500.7,150844
"4","70_to_74",3614.7,48081
"5","60_to_64",6067.9,92672
"6","15_to_19",6503.9,111832
"7","45_to_49",7904,134383
"8","65_to_69",4324.9,58507
"9","50_to_54",7525.1,138409
"10","40_to_44",7335.8,135648
"11","10_to_14",4023.7,72928
"12","0_to_4",2488.3,42133
"13","25_to_29",8898.7,159529
"14","90+",12238.2,20344
"15","85_to_89",8201.2,28774
"16","80_to_84",5516.3,35054
"17","55_to_59",6446.6,124222
"18","35_to_39",7782.6,147913
"19","30_to_34",8266,159791
