date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
2021-04-01,R,NA,estimate,0.9356406670010335,0.9355837056834515,0.023640076643176494,0.8974225055891277,0.9194984294606845,0.9289457305769581,0.9412057432155143,0.9512034225768384,0.9760711629889435
2021-04-02,R,NA,estimate,0.9443138495399279,0.9448867944245968,0.023242172467784854,0.9078271387565326,0.929401963427895,0.9388430886886858,0.9501626355137008,0.9599693662777072,0.9851144711938277
2021-04-03,R,NA,estimate,0.9492251177659982,0.9492867305253307,0.023052433764338486,0.9111595797375861,0.9335557479323777,0.9432728790240332,0.9547012923389351,0.964851883113018,0.9877811254643304
2021-04-04,R,NA,estimate,0.9500663659664532,0.9500145744613018,0.023195979801313972,0.9122741521393376,0.9342609620904427,0.9436831089052822,0.9560090659703103,0.9651988028848371,0.9887081525236302
2021-04-05,R,NA,estimate,0.9484920156597156,0.948608187012653,0.02350603140840391,0.9108274620739498,0.932916344429948,0.9423710679377058,0.954022444269047,0.9645701992573108,0.9877536592708662
2021-04-06,R,NA,estimate,0.945957262146059,0.9465719310556107,0.023700967309984253,0.9084325476118135,0.9304249506662516,0.9400254625602877,0.9524650407141699,0.962485377163653,0.9859093583157369
2021-04-07,R,NA,estimate,0.9448769107453525,0.9451007159019192,0.0236055937205796,0.9063500370777328,0.929080526262915,0.9392089937494478,0.9503052918930343,0.960144454348898,0.9839140417635417
2021-04-08,R,NA,estimate,0.9442851658682943,0.9449060372414144,0.02325762187923867,0.9076497742390587,0.9294349159605031,0.9393726051428932,0.9502798641299337,0.9599471628567772,0.9836214254748186
2021-04-09,R,NA,estimate,0.9459650358046858,0.9461521759201936,0.022876049786244697,0.9085516661409364,0.930151930725126,0.9401546889901558,0.9517613580217066,0.9609080569353503,0.9833267139027059
2021-04-10,R,NA,estimate,0.9486484854149455,0.9484951165022711,0.02271807750758295,0.911637361200186,0.9326940885446738,0.9424372283179023,0.9539055960593141,0.9638930419705142,0.985516495706188
2021-04-11,R,NA,estimate,0.95073925348119,0.9512107256858585,0.022890828219196847,0.9129689938249073,0.9354220116377965,0.9452588425427848,0.956409602051744,0.9670225951757576,0.9890262024704639
2021-04-12,R,NA,estimate,0.9528096128805912,0.9533929641356392,0.023255293420440838,0.9161908254470835,0.9375453272064241,0.9469763691956175,0.9587284523248228,0.9695890184778065,0.9920844672689643
2021-04-13,R,NA,estimate,0.9534057349838955,0.9541914778705196,0.023518763351135362,0.9173212596315161,0.9379587743310427,0.9473491071639694,0.9599178306688394,0.9699056808688549,0.9941706782579198
2021-04-14,R,NA,estimate,0.9518089907816412,0.9530433306338969,0.023439527393344636,0.9165847686441436,0.9366693260072227,0.9456228430540766,0.958801611551592,0.96871896986974,0.9914955391804098
2021-04-15,R,NA,estimate,0.9494204704539746,0.9498457921937927,0.022993514969245354,0.9136159088329617,0.9337081187847249,0.9431668090185994,0.9551810968720701,0.965362077790753,0.989261352262012
2021-04-16,R,NA,estimate,0.9452009330177649,0.9450260883666278,0.022413016581848057,0.9085069015787346,0.9296267131341086,0.9394889378605819,0.9501631011827358,0.9594284359536167,0.9828383540150903
2021-04-17,R,NA,estimate,0.9396202939365086,0.9394911567478105,0.022065239078166165,0.9033742705686655,0.9244235683160525,0.9341248251409466,0.945069424595073,0.9541200774533583,0.9763330814212181
2021-04-18,R,NA,estimate,0.9346020358711353,0.9344749682843656,0.022205621733083103,0.8980499968390401,0.9199525147532164,0.9290043482588124,0.9401964397610407,0.9497388542335097,0.9708247872811762
2021-04-19,R,NA,estimate,0.931515529536419,0.9313264552469095,0.022779388116706187,0.893926690924454,0.9156092231665574,0.9250606021587096,0.9376600772444672,0.9472133689055799,0.9680900530535905
2021-04-20,R,NA,estimate,0.9314856787129144,0.9312868799962689,0.02346269228826559,0.8929133496178462,0.915204551707895,0.9248957400294484,0.9378948167518144,0.9475830467569069,0.969272322298889
2021-04-21,R,NA,estimate,0.9351397829620187,0.9352934035720029,0.02388488888983522,0.896461495328555,0.9187005549861403,0.9292555491782497,0.9418536912002513,0.9514305371233349,0.9742599849284931
2021-04-22,R,NA,estimate,0.9441569954223732,0.9438270384139188,0.023830175820693036,0.9046759463764927,0.9277089862226833,0.9376053320659634,0.9503820224109313,0.95997466240559,0.98462023932581
2021-04-23,R,NA,estimate,0.9571727868910076,0.9568103489812086,0.023336417673598064,0.9183207541987581,0.9412202737331999,0.9510844730926376,0.9626133009268925,0.9726101647966585,0.9955118501412817
2021-04-24,R,NA,estimate,0.9735505270593218,0.9735591085480653,0.022700816542234166,0.9360987037472623,0.9582308964157544,0.9680456852073929,0.9788680688000572,0.9887687634564337,1.0114920292841367
2021-04-25,R,NA,estimate,0.9924656388132247,0.992800001618894,0.022371825464765776,0.9556457565808998,0.9781271427860702,0.9869515357131563,0.998559488777251,1.0074271282863554,1.0318275625069826
2021-04-26,R,NA,estimate,1.012889920878418,1.0127741792487976,0.02269287322224533,0.9751214776798421,0.997914108029295,1.0069321153142003,1.0186857457437566,1.027544023299575,1.050615876040847
2021-04-27,R,NA,estimate,1.0312897892213226,1.0314426708654085,0.023628937775008112,0.992378147455248,1.015099699573439,1.0248913308487149,1.0375586225774007,1.047421611856699,1.0702139765856618
2021-04-28,R,NA,estimate,1.0463680448379296,1.04678709306575,0.024761904162150176,1.0057067479197603,1.029988847501401,1.0402675303996227,1.0526732586175496,1.0635336186610072,1.0881259505567473
2021-04-29,R,NA,estimate,1.0568347247666827,1.0571614040350596,0.025573058197031436,1.0149019772275674,1.039290292188733,1.0503736564255821,1.062831220160792,1.0741087866688834,1.0996149778475885
2021-04-30,R,NA,estimate,1.060923862435322,1.0616146788408245,0.025736942884847243,1.019226383157749,1.0436475274769843,1.0548197263663044,1.0681627816216732,1.0788852323497566,1.1038472770630228
2021-05-01,R,NA,estimate,1.0596673927375537,1.0600942908641224,0.025257078815804006,1.018885825911827,1.0424826829851044,1.053218842772413,1.0659098210881681,1.0776871356446196,1.1020295529408946
2021-05-02,R,NA,estimate,1.0529679951714417,1.0534670947207248,0.024433942112871528,1.0133129968634393,1.0364994254071815,1.0466708970757173,1.0596740029701064,1.0702527960584267,1.094094184744901
2021-05-03,R,NA,estimate,1.0431949147979651,1.0433541941333535,0.023693932487890486,1.0046517283967678,1.0267337106918322,1.0365384794160373,1.0495821676100254,1.0594952072139763,1.0821459664213964
2021-05-04,R,NA,estimate,1.0315295320667466,1.0318340839822793,0.023346799448881985,0.9941992774192702,1.0156887974642093,1.0258029686598877,1.0375228763546662,1.0484625308520603,1.0691249352989847
2021-05-05,R,NA,estimate,1.0205057636658217,1.0211003482118222,0.02342353708322921,0.9833806205932981,1.005269790951823,1.0143188317826877,1.0273298160158948,1.0377103240792698,1.058714469451789
2021-05-06,R,NA,estimate,1.0129165627857009,1.0131533717574566,0.023725411629274062,0.9756058890021475,0.997082890125552,1.0069945173785446,1.0193687148255537,1.0296325106155815,1.05054134007494
2021-05-07,R,NA,estimate,1.0094375284786303,1.0095727251631004,0.02401230594288158,0.9706980114797966,0.993180429325381,1.0036778164936295,1.0162786690065393,1.026163083618137,1.0482172865392854
2021-05-08,R,NA,estimate,1.0118810407147487,1.011380259263906,0.024152717749407752,0.9722952257666276,0.9952259924390696,1.0055001220931479,1.0174552305262596,1.0275340265232848,1.050993144909453
2021-05-09,R,NA,estimate,1.018970534773863,1.0189807678881442,0.024161225633984637,0.9791059017405669,1.0025905732415967,1.0126999786826278,1.0249775863394537,1.034764865958632,1.0579185787556562
2021-05-10,R,NA,estimate,1.0322909006317849,1.0321623205050425,0.02414966921159197,0.9927197786102449,1.0157416465570244,1.026046410555772,1.0377136016617114,1.0480511179571088,1.071674513922136
2021-05-11,R,NA,estimate,1.050103499176291,1.0501464893523824,0.02423874744041344,1.010825352164343,1.033370956231663,1.0437692271871306,1.056867385840648,1.0662377287328675,1.0905382494341582
2021-05-12,R,NA,estimate,1.0716871165621091,1.071689364496544,0.024479142919819365,1.0321347900281106,1.0551368098249245,1.0651827555440014,1.0777901418816807,1.0878047824303025,1.112806445905525
2021-05-13,R,NA,estimate,1.0953831244688566,1.0952377801966102,0.024829793728543416,1.0556260562556743,1.0780711458479564,1.0884478686855517,1.100891756712072,1.1116074333057293,1.1382393646903783
2021-05-14,R,NA,estimate,1.11868643993061,1.1191365395161168,0.025205582847413473,1.0788465286211932,1.101266559404716,1.1124326804488416,1.1248889118365457,1.1362854977010812,1.1626414411402544
2021-05-15,R,NA,estimate,1.1413265209296637,1.1418637798861915,0.02555125133265024,1.1004263890080475,1.1238446595376934,1.1352294402906018,1.1481852598847107,1.1591147193815874,1.1836097547858786
2021-05-16,R,NA,estimate,1.1620253757028416,1.1622521754792865,0.025877923354556614,1.120154039194324,1.14461486816192,1.155311822457712,1.168874648249762,1.1792678655811937,1.2048121323055645
2021-05-17,R,NA,estimate,1.1792435341709648,1.179645401544901,0.026231290671397532,1.1377600741385065,1.1620693697147002,1.172819048317263,1.185319297337928,1.197329438347508,1.2240527390798832
2021-05-18,R,NA,estimate,1.1931244289684257,1.1939497048898218,0.026619108524786543,1.1500242581512583,1.1758609281338344,1.1863669934593748,1.2009758530019492,1.2112988393956512,1.238325128856253
2021-05-19,R,NA,estimate,1.2052067221371008,1.2055671106412311,0.026966253909626862,1.16167737436167,1.1864897457485941,1.1982465912237794,1.2118419422077578,1.223768059770078,1.2506281787445133
2021-05-20,R,NA,estimate,1.2142304602215732,1.2152283986939059,0.027145783726012247,1.1703397632062489,1.1971779628005077,1.2080373882596978,1.222298637739545,1.2337762772305385,1.2599908954643708
2021-05-21,R,NA,estimate,1.2236859409628549,1.2237674597238608,0.027068234866101014,1.1800453919693223,1.2048903160997133,1.2165087783821171,1.2305110086913091,1.2417563176642805,1.269382589468338
2021-05-22,R,NA,estimate,1.231858514170796,1.2318870784594116,0.02676702959398223,1.1891871485748629,1.2138091071489838,1.224854954907812,1.2382065323893348,1.2494444983227495,1.2756474458059135
2021-05-23,R,NA,estimate,1.239771748804766,1.2399613922705879,0.02642126925750277,1.198284744458125,1.2221020588221363,1.2338195532712106,1.246263522855533,1.2570214189187405,1.2822052120999472
2021-05-24,R,NA,estimate,1.2483748042813891,1.247909112753957,0.026282660159466478,1.206013181440779,1.230021882902838,1.241310923938778,1.2542593415033934,1.2652437687146267,1.2914996634304758
2021-05-25,R,NA,estimate,1.2550308083195454,1.2551599844470798,0.02652240877261797,1.2123002720341007,1.2366654157185561,1.247571561517407,1.2621233943496732,1.273049007489114,1.3001654199184995
2021-05-26,R,NA,estimate,1.2603790208459156,1.2607259923631806,0.02709673106178095,1.2183469445767576,1.24142899963096,1.253387076540759,1.2669292451099883,1.2784603020296375,1.3062727167847237
2021-05-27,R,NA,estimate,1.2628067449357543,1.263375363809722,0.02775322176891677,1.2198303238073716,1.2438358198162587,1.2560773030585213,1.2699527890243592,1.2810920529805239,1.3095933059002238
2021-05-28,R,NA,estimate,1.2621036248901003,1.2618881704347094,0.028178478156730018,1.2163848082380326,1.2426165069802648,1.2546391025725532,1.2681751131314534,1.280344532014566,1.3093439627621846
2021-05-29,R,NA,estimate,1.2554900590338378,1.255348889827114,0.028166674491470103,1.2100133471348744,1.236493056207014,1.2485775417733462,1.2627186869120726,1.2731444728521946,1.302757772354311
2021-05-30,R,NA,estimate,1.2435231518710257,1.2434121085582996,0.02770733959158458,1.1976859547730767,1.2252449293145276,1.2364497631513307,1.2511525518071915,1.2616744607307793,1.2880765242880885
2021-05-31,R,NA,estimate,1.2264458301208876,1.2264745272006057,0.026965632600943028,1.1818909124669603,1.2082253646565762,1.2194322176811336,1.23328920071985,1.2448414298171695,1.27066068548294
2021-06-01,R,NA,estimate,1.2054524693162099,1.205706769052606,0.026179491116265025,1.1634540298145672,1.1882382384800128,1.1989787104076304,1.2119472297478227,1.2230888704630969,1.2493214520612752
2021-06-02,R,NA,estimate,1.1828150255004652,1.1829376221946242,0.025533609220684633,1.1412138603016335,1.1661616974973799,1.1761616066795628,1.1887052719293445,1.200573829046944,1.2250819191917546
2021-06-03,R,NA,estimate,1.1602292411872739,1.1604252573358307,0.02508779134118514,1.1190900900293106,1.1433819146746758,1.1539550480741625,1.1670741937227178,1.1774137423256827,1.2019745121253538
2021-06-04,R,NA,estimate,1.140580465976289,1.1405761451707783,0.024800199795051468,1.0991421575002487,1.1232338487964872,1.1339490282296527,1.1469956000840547,1.1573477677520103,1.1813604667476965
