age,date,cases,age_num,age_format,cases_tot,cases_norm
80_to_84,2020-12-20,51,80,80-84,2562,0.01990632318501171
85_to_89,2020-12-20,45,85,85-89,2562,0.01756440281030445
90+,2020-12-20,56,90,90+,2562,0.02185792349726776
0_to_4,2020-12-21,61,0,0-4,2760,0.02210144927536232
5_to_9,2020-12-21,71,5,5-9,2760,0.02572463768115942
10_to_14,2020-12-21,96,10,10-14,2760,0.034782608695652174
15_to_19,2020-12-21,144,15,15-19,2760,0.05217391304347826
20_to_24,2020-12-21,247,20,20-24,2760,0.08949275362318841
25_to_29,2020-12-21,252,25,25-29,2760,0.09130434782608696
30_to_34,2020-12-21,235,30,30-34,2760,0.08514492753623189
35_to_39,2020-12-21,200,35,35-39,2760,0.07246376811594203
40_to_44,2020-12-21,204,40,40-44,2760,0.07391304347826087
45_to_49,2020-12-21,215,45,45-49,2760,0.07789855072463768
50_to_54,2020-12-21,252,50,50-54,2760,0.09130434782608696
55_to_59,2020-12-21,217,55,55-59,2760,0.0786231884057971
60_to_64,2020-12-21,154,60,60-64,2760,0.05579710144927536
65_to_69,2020-12-21,112,65,65-69,2760,0.04057971014492753
70_to_74,2020-12-21,94,70,70-74,2760,0.034057971014492754
75_to_79,2020-12-21,70,75,75-79,2760,0.025362318840579712
80_to_84,2020-12-21,59,80,80-84,2760,0.021376811594202898
85_to_89,2020-12-21,48,85,85-89,2760,0.017391304347826087
90+,2020-12-21,29,90,90+,2760,0.010507246376811594
0_to_4,2020-12-22,77,0,0-4,3012,0.02556440903054449
5_to_9,2020-12-22,70,5,5-9,3012,0.023240371845949535
10_to_14,2020-12-22,88,10,10-14,3012,0.029216467463479414
15_to_19,2020-12-22,137,15,15-19,3012,0.04548472775564409
20_to_24,2020-12-22,289,20,20-24,3012,0.09594953519256308
25_to_29,2020-12-22,255,25,25-29,3012,0.0846613545816733
30_to_34,2020-12-22,283,30,30-34,3012,0.09395750332005312
35_to_39,2020-12-22,283,35,35-39,3012,0.09395750332005312
40_to_44,2020-12-22,232,40,40-44,3012,0.07702523240371846
45_to_49,2020-12-22,257,45,45-49,3012,0.08532536520584329
50_to_54,2020-12-22,258,50,50-54,3012,0.08565737051792828
55_to_59,2020-12-22,243,55,55-59,3012,0.08067729083665338
60_to_64,2020-12-22,195,60,60-64,3012,0.0647410358565737
65_to_69,2020-12-22,120,65,65-69,3012,0.0398406374501992
70_to_74,2020-12-22,70,70,70-74,3012,0.023240371845949535
75_to_79,2020-12-22,47,75,75-79,3012,0.015604249667994688
80_to_84,2020-12-22,40,80,80-84,3012,0.013280212483399735
85_to_89,2020-12-22,34,85,85-89,3012,0.011288180610889775
90+,2020-12-22,34,90,90+,3012,0.011288180610889775
0_to_4,2020-12-23,54,0,0-4,2159,0.025011579434923575
5_to_9,2020-12-23,39,5,5-9,2159,0.018063918480778138
10_to_14,2020-12-23,60,10,10-14,2159,0.02779064381658175
15_to_19,2020-12-23,101,15,15-19,2159,0.04678091709124595
20_to_24,2020-12-23,186,20,20-24,2159,0.08615099583140343
25_to_29,2020-12-23,193,25,25-29,2159,0.08939323761000463
30_to_34,2020-12-23,191,30,30-34,2159,0.08846688281611857
35_to_39,2020-12-23,179,35,35-39,2159,0.08290875405280222
40_to_44,2020-12-23,177,40,40-44,2159,0.08198239925891616
45_to_49,2020-12-23,168,45,45-49,2159,0.0778138026864289
50_to_54,2020-12-23,197,50,50-54,2159,0.09124594719777675
55_to_59,2020-12-23,173,55,55-59,2159,0.08012968967114405
60_to_64,2020-12-23,135,60,60-64,2159,0.06252894858730894
65_to_69,2020-12-23,88,65,65-69,2159,0.04075961093098657
70_to_74,2020-12-23,83,70,70-74,2159,0.03844372394627142
75_to_79,2020-12-23,49,75,75-79,2159,0.02269569245020843
80_to_84,2020-12-23,36,80,80-84,2159,0.01667438628994905
85_to_89,2020-12-23,29,85,85-89,2159,0.013432144511347846
90+,2020-12-23,21,90,90+,2159,0.009726725335803613
0_to_4,2020-12-24,46,0,0-4,2235,0.02058165548098434
5_to_9,2020-12-24,41,5,5-9,2235,0.018344519015659956
10_to_14,2020-12-24,50,10,10-14,2235,0.02237136465324385
15_to_19,2020-12-24,116,15,15-19,2235,0.05190156599552573
20_to_24,2020-12-24,185,20,20-24,2235,0.08277404921700224
25_to_29,2020-12-24,231,25,25-29,2235,0.10335570469798658
30_to_34,2020-12-24,195,30,30-34,2235,0.087248322147651
35_to_39,2020-12-24,182,35,35-39,2235,0.0814317673378076
40_to_44,2020-12-24,159,40,40-44,2235,0.07114093959731543
45_to_49,2020-12-24,176,45,45-49,2235,0.07874720357941835
50_to_54,2020-12-24,201,50,50-54,2235,0.08993288590604027
55_to_59,2020-12-24,180,55,55-59,2235,0.08053691275167785
60_to_64,2020-12-24,128,60,60-64,2235,0.05727069351230425
65_to_69,2020-12-24,76,65,65-69,2235,0.03400447427293065
70_to_74,2020-12-24,71,70,70-74,2235,0.031767337807606266
75_to_79,2020-12-24,67,75,75-79,2235,0.029977628635346757
80_to_84,2020-12-24,57,80,80-84,2235,0.025503355704697986
85_to_89,2020-12-24,39,85,85-89,2235,0.0174496644295302
90+,2020-12-24,35,90,90+,2235,0.015659955257270694
0_to_4,2020-12-26,76,0,0-4,4140,0.018357487922705314
5_to_9,2020-12-26,80,5,5-9,4140,0.01932367149758454
10_to_14,2020-12-26,92,10,10-14,4140,0.022222222222222223
15_to_19,2020-12-26,191,15,15-19,4140,0.04613526570048309
20_to_24,2020-12-26,363,20,20-24,4140,0.08768115942028985
25_to_29,2020-12-26,433,25,25-29,4140,0.10458937198067633
30_to_34,2020-12-26,378,30,30-34,4140,0.09130434782608696
35_to_39,2020-12-26,362,35,35-39,4140,0.08743961352657005
40_to_44,2020-12-26,334,40,40-44,4140,0.08067632850241546
45_to_49,2020-12-26,355,45,45-49,4140,0.08574879227053141
50_to_54,2020-12-26,327,50,50-54,4140,0.07898550724637682
55_to_59,2020-12-26,295,55,55-59,4140,0.07125603864734299
60_to_64,2020-12-26,232,60,60-64,4140,0.05603864734299517
65_to_69,2020-12-26,150,65,65-69,4140,0.036231884057971016
70_to_74,2020-12-26,137,70,70-74,4140,0.033091787439613524
75_to_79,2020-12-26,110,75,75-79,4140,0.026570048309178744
80_to_84,2020-12-26,99,80,80-84,4140,0.02391304347826087
85_to_89,2020-12-26,60,85,85-89,4140,0.014492753623188406
90+,2020-12-26,66,90,90+,4140,0.015942028985507246
0_to_4,2020-12-27,51,0,0-4,2272,0.02244718309859155
5_to_9,2020-12-27,32,5,5-9,2272,0.014084507042253521
10_to_14,2020-12-27,46,10,10-14,2272,0.020246478873239437
15_to_19,2020-12-27,101,15,15-19,2272,0.04445422535211268
20_to_24,2020-12-27,205,20,20-24,2272,0.09022887323943662
25_to_29,2020-12-27,196,25,25-29,2272,0.08626760563380281
30_to_34,2020-12-27,219,30,30-34,2272,0.09639084507042253
35_to_39,2020-12-27,179,35,35-39,2272,0.07878521126760564
40_to_44,2020-12-27,177,40,40-44,2272,0.07790492957746478
45_to_49,2020-12-27,190,45,45-49,2272,0.08362676056338028
50_to_54,2020-12-27,217,50,50-54,2272,0.09551056338028169
55_to_59,2020-12-27,210,55,55-59,2272,0.09242957746478873
60_to_64,2020-12-27,152,60,60-64,2272,0.06690140845070422
65_to_69,2020-12-27,99,65,65-69,2272,0.04357394366197183
70_to_74,2020-12-27,66,70,70-74,2272,0.029049295774647887
75_to_79,2020-12-27,46,75,75-79,2272,0.020246478873239437
80_to_84,2020-12-27,37,80,80-84,2272,0.016285211267605633
85_to_89,2020-12-27,36,85,85-89,2272,0.01584507042253521
90+,2020-12-27,13,90,90+,2272,0.005721830985915493
0_to_4,2020-12-28,52,0,0-4,2509,0.02072538860103627
5_to_9,2020-12-28,53,5,5-9,2509,0.021123953766440814
10_to_14,2020-12-28,69,10,10-14,2509,0.027500996412913512
15_to_19,2020-12-28,127,15,15-19,2509,0.05061777600637704
20_to_24,2020-12-28,226,20,20-24,2509,0.09007572738142686
25_to_29,2020-12-28,250,25,25-29,2509,0.0996412913511359
30_to_34,2020-12-28,258,30,30-34,2509,0.10282981267437226
35_to_39,2020-12-28,204,35,35-39,2509,0.0813072937425269
40_to_44,2020-12-28,202,40,40-44,2509,0.08051016341171782
45_to_49,2020-12-28,204,45,45-49,2509,0.0813072937425269
50_to_54,2020-12-28,224,50,50-54,2509,0.08927859705061778
55_to_59,2020-12-28,220,55,55-59,2509,0.0876843363889996
60_to_64,2020-12-28,155,60,60-64,2509,0.061777600637704266
65_to_69,2020-12-28,81,65,65-69,2509,0.03228377839776803
70_to_74,2020-12-28,59,70,70-74,2509,0.023515344758868077
75_to_79,2020-12-28,44,75,75-79,2509,0.01753686727779992
80_to_84,2020-12-28,37,80,80-84,2509,0.014746911119968115
85_to_89,2020-12-28,25,85,85-89,2509,0.00996412913511359
90+,2020-12-28,19,90,90+,2509,0.00757273814268633
0_to_4,2020-12-29,59,0,0-4,2280,0.02587719298245614
5_to_9,2020-12-29,37,5,5-9,2280,0.016228070175438595
10_to_14,2020-12-29,55,10,10-14,2280,0.02412280701754386
15_to_19,2020-12-29,96,15,15-19,2280,0.042105263157894736
20_to_24,2020-12-29,230,20,20-24,2280,0.10087719298245613
25_to_29,2020-12-29,227,25,25-29,2280,0.09956140350877193
30_to_34,2020-12-29,226,30,30-34,2280,0.09912280701754386
35_to_39,2020-12-29,176,35,35-39,2280,0.07719298245614035
40_to_44,2020-12-29,159,40,40-44,2280,0.06973684210526315
45_to_49,2020-12-29,188,45,45-49,2280,0.0824561403508772
50_to_54,2020-12-29,202,50,50-54,2280,0.08859649122807017
55_to_59,2020-12-29,184,55,55-59,2280,0.08070175438596491
60_to_64,2020-12-29,146,60,60-64,2280,0.06403508771929825
65_to_69,2020-12-29,79,65,65-69,2280,0.03464912280701754
70_to_74,2020-12-29,60,70,70-74,2280,0.02631578947368421
75_to_79,2020-12-29,42,75,75-79,2280,0.018421052631578946
80_to_84,2020-12-29,44,80,80-84,2280,0.01929824561403509
85_to_89,2020-12-29,32,85,85-89,2280,0.014035087719298246
90+,2020-12-29,38,90,90+,2280,0.016666666666666666
0_to_4,2020-12-30,36,0,0-4,1831,0.019661387220098307
5_to_9,2020-12-30,26,5,5-9,1831,0.014199890770071
10_to_14,2020-12-30,50,10,10-14,1831,0.027307482250136537
15_to_19,2020-12-30,90,15,15-19,1831,0.049153468050245765
20_to_24,2020-12-30,164,20,20-24,1831,0.08956854178044785
25_to_29,2020-12-30,167,25,25-29,1831,0.09120699071545603
30_to_34,2020-12-30,161,30,30-34,1831,0.08793009284543965
35_to_39,2020-12-30,138,35,35-39,1831,0.07536865101037685
40_to_44,2020-12-30,143,40,40-44,1831,0.0780993992353905
45_to_49,2020-12-30,149,45,45-49,1831,0.08137629710540688
50_to_54,2020-12-30,144,50,50-54,1831,0.07864554888039323
55_to_59,2020-12-30,164,55,55-59,1831,0.08956854178044785
60_to_64,2020-12-30,125,60,60-64,1831,0.06826870562534135
65_to_69,2020-12-30,65,65,65-69,1831,0.0354997269251775
70_to_74,2020-12-30,67,70,70-74,1831,0.03659202621518296
75_to_79,2020-12-30,48,75,75-79,1831,0.026215182960131075
80_to_84,2020-12-30,39,80,80-84,1831,0.0212998361551065
85_to_89,2020-12-30,34,85,85-89,1831,0.018569087930092845
90+,2020-12-30,21,90,90+,1831,0.011469142545057346
0_to_4,2020-12-31,48,0,0-4,2763,0.01737242128121607
5_to_9,2020-12-31,55,5,5-9,2763,0.019905899384726745
10_to_14,2020-12-31,67,10,10-14,2763,0.024249004705030764
15_to_19,2020-12-31,143,15,15-19,2763,0.05175533840028954
20_to_24,2020-12-31,228,20,20-24,2763,0.08251900108577633
25_to_29,2020-12-31,272,25,25-29,2763,0.09844372059355773
30_to_34,2020-12-31,260,30,30-34,2763,0.09410061527325371
35_to_39,2020-12-31,200,35,35-39,2763,0.07238508867173363
40_to_44,2020-12-31,188,40,40-44,2763,0.06804198335142961
45_to_49,2020-12-31,222,45,45-49,2763,0.08034744842562432
50_to_54,2020-12-31,240,50,50-54,2763,0.08686210640608034
55_to_59,2020-12-31,216,55,55-59,2763,0.0781758957654723
60_to_64,2020-12-31,166,60,60-64,2763,0.060079623597538906
65_to_69,2020-12-31,104,65,65-69,2763,0.03764024610930149
70_to_74,2020-12-31,116,70,70-74,2763,0.0419833514296055
75_to_79,2020-12-31,72,75,75-79,2763,0.026058631921824105
80_to_84,2020-12-31,79,80,80-84,2763,0.02859211002533478
85_to_89,2020-12-31,46,85,85-89,2763,0.016648570394498734
90+,2020-12-31,41,90,90+,2763,0.014838943177705392
0_to_4,2021-01-02,73,0,0-4,4010,0.01820448877805486
5_to_9,2021-01-02,65,5,5-9,4010,0.016209476309226933
10_to_14,2021-01-02,118,10,10-14,4010,0.02942643391521197
15_to_19,2021-01-02,201,15,15-19,4010,0.05012468827930175
20_to_24,2021-01-02,384,20,20-24,4010,0.09576059850374065
25_to_29,2021-01-02,377,25,25-29,4010,0.09401496259351622
30_to_34,2021-01-02,371,30,30-34,4010,0.09251870324189526
35_to_39,2021-01-02,312,35,35-39,4010,0.07780548628428928
40_to_44,2021-01-02,278,40,40-44,4010,0.06932668329177058
45_to_49,2021-01-02,278,45,45-49,4010,0.06932668329177058
50_to_54,2021-01-02,339,50,50-54,4010,0.08453865336658355
55_to_59,2021-01-02,297,55,55-59,4010,0.07406483790523691
60_to_64,2021-01-02,243,60,60-64,4010,0.06059850374064838
65_to_69,2021-01-02,147,65,65-69,4010,0.036658354114713215
70_to_74,2021-01-02,153,70,70-74,4010,0.03815461346633416
75_to_79,2021-01-02,108,75,75-79,4010,0.026932668329177057
80_to_84,2021-01-02,112,80,80-84,4010,0.027930174563591023
85_to_89,2021-01-02,83,85,85-89,4010,0.020698254364089775
90+,2021-01-02,71,90,90+,4010,0.01770573566084788
0_to_4,2021-01-03,33,0,0-4,1898,0.01738672286617492
5_to_9,2021-01-03,37,5,5-9,1898,0.019494204425711276
10_to_14,2021-01-03,64,10,10-14,1898,0.03371970495258166
15_to_19,2021-01-03,97,15,15-19,1898,0.051106427818756586
20_to_24,2021-01-03,139,20,20-24,1898,0.0732349841938883
25_to_29,2021-01-03,189,25,25-29,1898,0.09957850368809273
30_to_34,2021-01-03,170,30,30-34,1898,0.08956796628029505
35_to_39,2021-01-03,158,35,35-39,1898,0.08324552160168598
40_to_44,2021-01-03,123,40,40-44,1898,0.06480505795574289
45_to_49,2021-01-03,127,45,45-49,1898,0.06691253951527924
50_to_54,2021-01-03,166,50,50-54,1898,0.0874604847207587
55_to_59,2021-01-03,145,55,55-59,1898,0.07639620653319283
60_to_64,2021-01-03,146,60,60-64,1898,0.07692307692307693
65_to_69,2021-01-03,81,65,65-69,1898,0.04267650158061117
70_to_74,2021-01-03,53,70,70-74,1898,0.02792413066385669
75_to_79,2021-01-03,64,75,75-79,1898,0.03371970495258166
80_to_84,2021-01-03,42,80,80-84,1898,0.022128556375131718
85_to_89,2021-01-03,34,85,85-89,1898,0.01791359325605901
90+,2021-01-03,30,90,90+,1898,0.015806111696522657
0_to_4,2021-01-04,31,0,0-4,2068,0.014990328820116054
5_to_9,2021-01-04,36,5,5-9,2068,0.017408123791102514
10_to_14,2021-01-04,71,10,10-14,2068,0.03433268858800774
15_to_19,2021-01-04,135,15,15-19,2068,0.06528046421663443
20_to_24,2021-01-04,241,20,20-24,2068,0.1165377176015474
25_to_29,2021-01-04,197,25,25-29,2068,0.09526112185686654
30_to_34,2021-01-04,175,30,30-34,2068,0.08462282398452611
35_to_39,2021-01-04,142,35,35-39,2068,0.06866537717601548
40_to_44,2021-01-04,143,40,40-44,2068,0.06914893617021277
45_to_49,2021-01-04,148,45,45-49,2068,0.07156673114119923
50_to_54,2021-01-04,174,50,50-54,2068,0.08413926499032882
55_to_59,2021-01-04,168,55,55-59,2068,0.08123791102514506
60_to_64,2021-01-04,132,60,60-64,2068,0.06382978723404255
65_to_69,2021-01-04,61,65,65-69,2068,0.029497098646034815
70_to_74,2021-01-04,56,70,70-74,2068,0.027079303675048357
75_to_79,2021-01-04,52,75,75-79,2068,0.025145067698259187
80_to_84,2021-01-04,47,80,80-84,2068,0.022727272727272728
85_to_89,2021-01-04,35,85,85-89,2068,0.016924564796905222
90+,2021-01-04,24,90,90+,2068,0.01160541586073501
0_to_4,2021-01-05,38,0,0-4,2238,0.016979445933869526
5_to_9,2021-01-05,41,5,5-9,2238,0.01831992850759607
10_to_14,2021-01-05,61,10,10-14,2238,0.027256478999106343
15_to_19,2021-01-05,127,15,15-19,2238,0.05674709562109026
20_to_24,2021-01-05,194,20,20-24,2238,0.08668453976764968
25_to_29,2021-01-05,219,25,25-29,2238,0.09785522788203753
30_to_34,2021-01-05,204,30,30-34,2238,0.09115281501340483
35_to_39,2021-01-05,192,35,35-39,2238,0.08579088471849866
40_to_44,2021-01-05,143,40,40-44,2238,0.06389633601429848
45_to_49,2021-01-05,150,45,45-49,2238,0.06702412868632708
50_to_54,2021-01-05,192,50,50-54,2238,0.08579088471849866
55_to_59,2021-01-05,203,55,55-59,2238,0.09070598748882931
60_to_64,2021-01-05,149,60,60-64,2238,0.06657730116175156
65_to_69,2021-01-05,83,65,65-69,2238,0.03708668453976765
70_to_74,2021-01-05,67,70,70-74,2238,0.02993744414655943
75_to_79,2021-01-05,48,75,75-79,2238,0.021447721179624665
80_to_84,2021-01-05,53,80,80-84,2238,0.023681858802502235
85_to_89,2021-01-05,29,85,85-89,2238,0.012957998212689902
90+,2021-01-05,45,90,90+,2238,0.020107238605898123
0_to_4,2021-01-06,29,0,0-4,1717,0.0168899242865463
5_to_9,2021-01-06,25,5,5-9,1717,0.014560279557367502
10_to_14,2021-01-06,35,10,10-14,1717,0.0203843913803145
15_to_19,2021-01-06,88,15,15-19,1717,0.0512521840419336
20_to_24,2021-01-06,181,20,20-24,1717,0.10541642399534071
25_to_29,2021-01-06,174,25,25-29,1717,0.10133954571927781
30_to_34,2021-01-06,141,30,30-34,1717,0.08211997670355271
35_to_39,2021-01-06,141,35,35-39,1717,0.08211997670355271
40_to_44,2021-01-06,109,40,40-44,1717,0.0634828188701223
45_to_49,2021-01-06,118,45,45-49,1717,0.0687245195107746
50_to_54,2021-01-06,152,50,50-54,1717,0.0885264997087944
55_to_59,2021-01-06,135,55,55-59,1717,0.07862550960978451
60_to_64,2021-01-06,97,60,60-64,1717,0.056493884682585906
65_to_69,2021-01-06,60,65,65-69,1717,0.034944670937682006
70_to_74,2021-01-06,68,70,70-74,1717,0.039603960396039604
75_to_79,2021-01-06,35,75,75-79,1717,0.0203843913803145
80_to_84,2021-01-06,57,80,80-84,1717,0.033197437390797904
85_to_89,2021-01-06,35,85,85-89,1717,0.0203843913803145
90+,2021-01-06,37,90,90+,1717,0.021549213744903904
0_to_4,2021-01-07,52,0,0-4,2487,0.020908725371934056
5_to_9,2021-01-07,58,5,5-9,2487,0.02332127060715722
10_to_14,2021-01-07,71,10,10-14,2487,0.028548451950140732
15_to_19,2021-01-07,154,15,15-19,2487,0.06192199437072778
20_to_24,2021-01-07,274,20,20-24,2487,0.110172899075191
25_to_29,2021-01-07,249,25,25-29,2487,0.10012062726176116
30_to_34,2021-01-07,220,30,30-34,2487,0.08845999195818255
35_to_39,2021-01-07,168,35,35-39,2487,0.06755126658624849
40_to_44,2021-01-07,145,40,40-44,2487,0.058303176517893046
45_to_49,2021-01-07,171,45,45-49,2487,0.06875753920386007
50_to_54,2021-01-07,195,50,50-54,2487,0.07840772014475271
55_to_59,2021-01-07,171,55,55-59,2487,0.06875753920386007
60_to_64,2021-01-07,133,60,60-64,2487,0.05347808604744672
65_to_69,2021-01-07,95,65,65-69,2487,0.038198632891033375
70_to_74,2021-01-07,73,70,70-74,2487,0.029352633695215118
75_to_79,2021-01-07,72,75,75-79,2487,0.028950542822677925
80_to_84,2021-01-07,71,80,80-84,2487,0.028548451950140732
85_to_89,2021-01-07,69,85,85-89,2487,0.027744270205066344
90+,2021-01-07,46,90,90+,2487,0.018496180136710897
0_to_4,2021-01-08,39,0,0-4,2372,0.016441821247892074
5_to_9,2021-01-08,42,5,5-9,2372,0.01770657672849916
10_to_14,2021-01-08,53,10,10-14,2372,0.022344013490725127
15_to_19,2021-01-08,154,15,15-19,2372,0.06492411467116357
20_to_24,2021-01-08,247,20,20-24,2372,0.10413153456998314
25_to_29,2021-01-08,226,25,25-29,2372,0.09527824620573355
30_to_34,2021-01-08,187,30,30-34,2372,0.07883642495784149
35_to_39,2021-01-08,168,35,35-39,2372,0.07082630691399663
40_to_44,2021-01-08,144,40,40-44,2372,0.06070826306913996
45_to_49,2021-01-08,161,45,45-49,2372,0.0678752107925801
50_to_54,2021-01-08,201,50,50-54,2372,0.08473861720067453
55_to_59,2021-01-08,186,55,55-59,2372,0.07841483979763912
60_to_64,2021-01-08,131,60,60-64,2372,0.05522765598650928
65_to_69,2021-01-08,87,65,65-69,2372,0.0366779089376054
70_to_74,2021-01-08,74,70,70-74,2372,0.031197301854974706
75_to_79,2021-01-08,60,75,75-79,2372,0.025295109612141653
80_to_84,2021-01-08,72,80,80-84,2372,0.03035413153456998
85_to_89,2021-01-08,70,85,85-89,2372,0.02951096121416526
90+,2021-01-08,70,90,90+,2372,0.02951096121416526
0_to_4,2021-01-09,66,0,0-4,3450,0.019130434782608695
5_to_9,2021-01-09,84,5,5-9,3450,0.02434782608695652
10_to_14,2021-01-09,92,10,10-14,3450,0.02666666666666667
15_to_19,2021-01-09,210,15,15-19,3450,0.06086956521739131
20_to_24,2021-01-09,335,20,20-24,3450,0.09710144927536232
25_to_29,2021-01-09,335,25,25-29,3450,0.09710144927536232
30_to_34,2021-01-09,292,30,30-34,3450,0.08463768115942029
35_to_39,2021-01-09,249,35,35-39,3450,0.07217391304347825
40_to_44,2021-01-09,227,40,40-44,3450,0.06579710144927536
45_to_49,2021-01-09,219,45,45-49,3450,0.06347826086956522
50_to_54,2021-01-09,265,50,50-54,3450,0.07681159420289856
55_to_59,2021-01-09,281,55,55-59,3450,0.08144927536231884
60_to_64,2021-01-09,185,60,60-64,3450,0.0536231884057971
65_to_69,2021-01-09,135,65,65-69,3450,0.0391304347826087
70_to_74,2021-01-09,105,70,70-74,3450,0.030434782608695653
75_to_79,2021-01-09,94,75,75-79,3450,0.027246376811594204
80_to_84,2021-01-09,100,80,80-84,3450,0.028985507246376812
85_to_89,2021-01-09,96,85,85-89,3450,0.02782608695652174
90+,2021-01-09,80,90,90+,3450,0.02318840579710145
0_to_4,2021-01-11,19,0,0-4,1331,0.014274981217129978
5_to_9,2021-01-11,21,5,5-9,1331,0.015777610818933134
10_to_14,2021-01-11,37,10,10-14,1331,0.02779864763335838
15_to_19,2021-01-11,81,15,15-19,1331,0.0608564988730278
20_to_24,2021-01-11,119,20,20-24,1331,0.08940646130728776
25_to_29,2021-01-11,110,25,25-29,1331,0.08264462809917356
30_to_34,2021-01-11,123,30,30-34,1331,0.09241172051089407
35_to_39,2021-01-11,96,35,35-39,1331,0.07212622088655146
40_to_44,2021-01-11,95,40,40-44,1331,0.07137490608564989
45_to_49,2021-01-11,97,45,45-49,1331,0.07287753568745305
50_to_54,2021-01-11,121,50,50-54,1331,0.09090909090909091
55_to_59,2021-01-11,107,55,55-59,1331,0.08039068369646882
60_to_64,2021-01-11,82,60,60-64,1331,0.061607813673929375
65_to_69,2021-01-11,59,65,65-69,1331,0.04432757325319309
70_to_74,2021-01-11,42,70,70-74,1331,0.03155522163786627
75_to_79,2021-01-11,35,75,75-79,1331,0.02629601803155522
80_to_84,2021-01-11,31,80,80-84,1331,0.02329075882794891
85_to_89,2021-01-11,28,85,85-89,1331,0.021036814425244178
90+,2021-01-11,28,90,90+,1331,0.021036814425244178
0_to_4,2021-01-12,28,0,0-4,1533,0.0182648401826484
5_to_9,2021-01-12,32,5,5-9,1533,0.020874103065883887
10_to_14,2021-01-12,46,10,10-14,1533,0.030006523157208087
15_to_19,2021-01-12,75,15,15-19,1533,0.04892367906066536
20_to_24,2021-01-12,131,20,20-24,1533,0.08545335942596216
25_to_29,2021-01-12,148,25,25-29,1533,0.09654272667971298
30_to_34,2021-01-12,133,30,30-34,1533,0.0867579908675799
35_to_39,2021-01-12,104,35,35-39,1533,0.06784083496412263
40_to_44,2021-01-12,107,40,40-44,1533,0.06979778212654925
45_to_49,2021-01-12,125,45,45-49,1533,0.08153946510110893
50_to_54,2021-01-12,113,50,50-54,1533,0.07371167645140247
55_to_59,2021-01-12,121,55,55-59,1533,0.07893020221787345
60_to_64,2021-01-12,86,60,60-64,1533,0.056099151989562945
65_to_69,2021-01-12,35,65,65-69,1533,0.0228310502283105
70_to_74,2021-01-12,52,70,70-74,1533,0.033920417482061316
75_to_79,2021-01-12,47,75,75-79,1533,0.03065883887801696
80_to_84,2021-01-12,46,80,80-84,1533,0.030006523157208087
85_to_89,2021-01-12,46,85,85-89,1533,0.030006523157208087
90+,2021-01-12,58,90,90+,1533,0.037834311806914545
0_to_4,2021-01-13,38,0,0-4,1643,0.023128423615337797
5_to_9,2021-01-13,24,5,5-9,1643,0.014607425441265977
10_to_14,2021-01-13,39,10,10-14,1643,0.023737066342057214
15_to_19,2021-01-13,65,15,15-19,1643,0.03956177723676202
20_to_24,2021-01-13,185,20,20-24,1643,0.11259890444309191
25_to_29,2021-01-13,162,25,25-29,1643,0.09860012172854535
30_to_34,2021-01-13,128,30,30-34,1643,0.07790626902008521
35_to_39,2021-01-13,126,35,35-39,1643,0.07668898356664638
40_to_44,2021-01-13,86,40,40-44,1643,0.05234327449786975
45_to_49,2021-01-13,129,45,45-49,1643,0.07851491174680462
50_to_54,2021-01-13,136,50,50-54,1643,0.08277541083384053
55_to_59,2021-01-13,133,55,55-59,1643,0.08094948265368229
60_to_64,2021-01-13,100,60,60-64,1643,0.06086427267194157
65_to_69,2021-01-13,69,65,65-69,1643,0.041996348143639686
70_to_74,2021-01-13,45,70,70-74,1643,0.027388922702373707
75_to_79,2021-01-13,47,75,75-79,1643,0.028606208155812538
80_to_84,2021-01-13,45,80,80-84,1643,0.027388922702373707
85_to_89,2021-01-13,44,85,85-89,1643,0.02678027997565429
90+,2021-01-13,42,90,90+,1643,0.02556299452221546
0_to_4,2021-01-14,32,0,0-4,1806,0.017718715393133997
5_to_9,2021-01-14,34,5,5-9,1806,0.018826135105204873
10_to_14,2021-01-14,56,10,10-14,1806,0.031007751937984496
15_to_19,2021-01-14,68,15,15-19,1806,0.03765227021040975
20_to_24,2021-01-14,170,20,20-24,1806,0.09413067552602436
25_to_29,2021-01-14,190,25,25-29,1806,0.10520487264673312
30_to_34,2021-01-14,151,30,30-34,1806,0.08361018826135105
35_to_39,2021-01-14,144,35,35-39,1806,0.07973421926910298
40_to_44,2021-01-14,111,40,40-44,1806,0.061461794019933555
45_to_49,2021-01-14,143,45,45-49,1806,0.07918050941306755
50_to_54,2021-01-14,149,50,50-54,1806,0.08250276854928018
55_to_59,2021-01-14,132,55,55-59,1806,0.07308970099667775
60_to_64,2021-01-14,106,60,60-64,1806,0.058693244739756366
65_to_69,2021-01-14,56,65,65-69,1806,0.031007751937984496
70_to_74,2021-01-14,54,70,70-74,1806,0.029900332225913623
75_to_79,2021-01-14,57,75,75-79,1806,0.03156146179401993
80_to_84,2021-01-14,62,80,80-84,1806,0.03433001107419712
85_to_89,2021-01-14,44,85,85-89,1806,0.024363233665559248
90+,2021-01-14,47,90,90+,1806,0.02602436323366556
0_to_4,2021-01-15,50,0,0-4,2301,0.0217296827466319
5_to_9,2021-01-15,49,5,5-9,2301,0.021295089091699262
10_to_14,2021-01-15,53,10,10-14,2301,0.02303346371142981
15_to_19,2021-01-15,124,15,15-19,2301,0.05388961321164711
20_to_24,2021-01-15,210,20,20-24,2301,0.09126466753585398
