age,date,cases,age_num,age_format,cases_tot,cases_norm
65_to_69,2021-03-24,5,65,65-69,190,0.02631578947368421
70_to_74,2021-03-24,2,70,70-74,190,0.010526315789473684
75_to_79,2021-03-24,1,75,75-79,190,0.005263157894736842
80_to_84,2021-03-24,3,80,80-84,190,0.015789473684210527
85_to_89,2021-03-24,2,85,85-89,190,0.010526315789473684
90+,2021-03-24,3,90,90+,190,0.015789473684210527
0_to_4,2021-03-25,13,0,0-4,201,0.06467661691542288
5_to_9,2021-03-25,13,5,5-9,201,0.06467661691542288
10_to_14,2021-03-25,8,10,10-14,201,0.03980099502487562
15_to_19,2021-03-25,23,15,15-19,201,0.11442786069651742
20_to_24,2021-03-25,20,20,20-24,201,0.09950248756218906
25_to_29,2021-03-25,17,25,25-29,201,0.0845771144278607
30_to_34,2021-03-25,14,30,30-34,201,0.06965174129353234
35_to_39,2021-03-25,20,35,35-39,201,0.09950248756218906
40_to_44,2021-03-25,12,40,40-44,201,0.05970149253731343
45_to_49,2021-03-25,10,45,45-49,201,0.04975124378109453
50_to_54,2021-03-25,12,50,50-54,201,0.05970149253731343
55_to_59,2021-03-25,12,55,55-59,201,0.05970149253731343
60_to_64,2021-03-25,9,60,60-64,201,0.04477611940298507
65_to_69,2021-03-25,5,65,65-69,201,0.024875621890547265
70_to_74,2021-03-25,3,70,70-74,201,0.014925373134328358
75_to_79,2021-03-25,3,75,75-79,201,0.014925373134328358
80_to_84,2021-03-25,0,80,80-84,201,0
85_to_89,2021-03-25,6,85,85-89,201,0.029850746268656716
90+,2021-03-25,1,90,90+,201,0.004975124378109453
0_to_4,2021-03-26,11,0,0-4,171,0.06432748538011696
5_to_9,2021-03-26,7,5,5-9,171,0.04093567251461988
10_to_14,2021-03-26,13,10,10-14,171,0.07602339181286549
15_to_19,2021-03-26,20,15,15-19,171,0.11695906432748537
20_to_24,2021-03-26,17,20,20-24,171,0.09941520467836257
25_to_29,2021-03-26,15,25,25-29,171,0.08771929824561403
30_to_34,2021-03-26,14,30,30-34,171,0.08187134502923976
35_to_39,2021-03-26,14,35,35-39,171,0.08187134502923976
40_to_44,2021-03-26,7,40,40-44,171,0.04093567251461988
45_to_49,2021-03-26,7,45,45-49,171,0.04093567251461988
50_to_54,2021-03-26,15,50,50-54,171,0.08771929824561403
55_to_59,2021-03-26,6,55,55-59,171,0.03508771929824561
60_to_64,2021-03-26,6,60,60-64,171,0.03508771929824561
65_to_69,2021-03-26,2,65,65-69,171,0.011695906432748537
70_to_74,2021-03-26,4,70,70-74,171,0.023391812865497075
75_to_79,2021-03-26,7,75,75-79,171,0.04093567251461988
80_to_84,2021-03-26,6,80,80-84,171,0.03508771929824561
85_to_89,2021-03-26,0,85,85-89,171,0
90+,2021-03-26,0,90,90+,171,0
0_to_4,2021-03-27,5,0,0-4,125,0.04
5_to_9,2021-03-27,18,5,5-9,125,0.144
10_to_14,2021-03-27,5,10,10-14,125,0.04
15_to_19,2021-03-27,8,15,15-19,125,0.064
20_to_24,2021-03-27,9,20,20-24,125,0.072
25_to_29,2021-03-27,10,25,25-29,125,0.08
30_to_34,2021-03-27,8,30,30-34,125,0.064
35_to_39,2021-03-27,9,35,35-39,125,0.072
40_to_44,2021-03-27,6,40,40-44,125,0.048
45_to_49,2021-03-27,11,45,45-49,125,0.088
50_to_54,2021-03-27,11,50,50-54,125,0.088
55_to_59,2021-03-27,3,55,55-59,125,0.024
60_to_64,2021-03-27,4,60,60-64,125,0.032
65_to_69,2021-03-27,4,65,65-69,125,0.032
70_to_74,2021-03-27,4,70,70-74,125,0.032
75_to_79,2021-03-27,3,75,75-79,125,0.024
80_to_84,2021-03-27,4,80,80-84,125,0.032
85_to_89,2021-03-27,2,85,85-89,125,0.016
90+,2021-03-27,1,90,90+,125,0.008
0_to_4,2021-03-28,5,0,0-4,94,0.05319148936170213
5_to_9,2021-03-28,9,5,5-9,94,0.09574468085106383
10_to_14,2021-03-28,6,10,10-14,94,0.06382978723404255
15_to_19,2021-03-28,4,15,15-19,94,0.0425531914893617
20_to_24,2021-03-28,7,20,20-24,94,0.07446808510638298
25_to_29,2021-03-28,11,25,25-29,94,0.11702127659574468
30_to_34,2021-03-28,7,30,30-34,94,0.07446808510638298
35_to_39,2021-03-28,6,35,35-39,94,0.06382978723404255
40_to_44,2021-03-28,4,40,40-44,94,0.0425531914893617
45_to_49,2021-03-28,9,45,45-49,94,0.09574468085106383
50_to_54,2021-03-28,2,50,50-54,94,0.02127659574468085
55_to_59,2021-03-28,6,55,55-59,94,0.06382978723404255
60_to_64,2021-03-28,6,60,60-64,94,0.06382978723404255
65_to_69,2021-03-28,2,65,65-69,94,0.02127659574468085
70_to_74,2021-03-28,2,70,70-74,94,0.02127659574468085
75_to_79,2021-03-28,1,75,75-79,94,0.010638297872340425
80_to_84,2021-03-28,6,80,80-84,94,0.06382978723404255
85_to_89,2021-03-28,0,85,85-89,94,0
90+,2021-03-28,1,90,90+,94,0.010638297872340425
0_to_4,2021-03-29,2,0,0-4,60,0.03333333333333333
5_to_9,2021-03-29,6,5,5-9,60,0.1
10_to_14,2021-03-29,2,10,10-14,60,0.03333333333333333
15_to_19,2021-03-29,3,15,15-19,60,0.05
20_to_24,2021-03-29,3,20,20-24,60,0.05
25_to_29,2021-03-29,6,25,25-29,60,0.1
30_to_34,2021-03-29,8,30,30-34,60,0.13333333333333333
35_to_39,2021-03-29,7,35,35-39,60,0.11666666666666667
40_to_44,2021-03-29,6,40,40-44,60,0.1
45_to_49,2021-03-29,6,45,45-49,60,0.1
50_to_54,2021-03-29,2,50,50-54,60,0.03333333333333333
55_to_59,2021-03-29,0,55,55-59,60,0
60_to_64,2021-03-29,2,60,60-64,60,0.03333333333333333
65_to_69,2021-03-29,2,65,65-69,60,0.03333333333333333
70_to_74,2021-03-29,1,70,70-74,60,0.016666666666666666
75_to_79,2021-03-29,2,75,75-79,60,0.03333333333333333
80_to_84,2021-03-29,0,80,80-84,60,0
85_to_89,2021-03-29,1,85,85-89,60,0.016666666666666666
90+,2021-03-29,1,90,90+,60,0.016666666666666666
0_to_4,2021-03-31,10,0,0-4,282,0.03546099290780142
5_to_9,2021-03-31,18,5,5-9,282,0.06382978723404255
10_to_14,2021-03-31,11,10,10-14,282,0.03900709219858156
15_to_19,2021-03-31,17,15,15-19,282,0.06028368794326241
20_to_24,2021-03-31,27,20,20-24,282,0.09574468085106383
25_to_29,2021-03-31,27,25,25-29,282,0.09574468085106383
30_to_34,2021-03-31,25,30,30-34,282,0.08865248226950355
35_to_39,2021-03-31,17,35,35-39,282,0.06028368794326241
40_to_44,2021-03-31,20,40,40-44,282,0.07092198581560284
45_to_49,2021-03-31,21,45,45-49,282,0.07446808510638298
50_to_54,2021-03-31,16,50,50-54,282,0.05673758865248227
55_to_59,2021-03-31,24,55,55-59,282,0.0851063829787234
60_to_64,2021-03-31,11,60,60-64,282,0.03900709219858156
65_to_69,2021-03-31,10,65,65-69,282,0.03546099290780142
70_to_74,2021-03-31,4,70,70-74,282,0.014184397163120567
75_to_79,2021-03-31,8,75,75-79,282,0.028368794326241134
80_to_84,2021-03-31,3,80,80-84,282,0.010638297872340425
85_to_89,2021-03-31,5,85,85-89,282,0.01773049645390071
90+,2021-03-31,8,90,90+,282,0.028368794326241134
0_to_4,2021-04-03,14,0,0-4,187,0.0748663101604278
5_to_9,2021-04-03,16,5,5-9,187,0.0855614973262032
10_to_14,2021-04-03,9,10,10-14,187,0.0481283422459893
15_to_19,2021-04-03,14,15,15-19,187,0.0748663101604278
20_to_24,2021-04-03,17,20,20-24,187,0.09090909090909091
25_to_29,2021-04-03,25,25,25-29,187,0.13368983957219252
30_to_34,2021-04-03,11,30,30-34,187,0.058823529411764705
35_to_39,2021-04-03,13,35,35-39,187,0.06951871657754011
40_to_44,2021-04-03,7,40,40-44,187,0.0374331550802139
45_to_49,2021-04-03,15,45,45-49,187,0.08021390374331551
50_to_54,2021-04-03,9,50,50-54,187,0.0481283422459893
55_to_59,2021-04-03,13,55,55-59,187,0.06951871657754011
60_to_64,2021-04-03,10,60,60-64,187,0.053475935828877004
65_to_69,2021-04-03,1,65,65-69,187,0.0053475935828877
70_to_74,2021-04-03,3,70,70-74,187,0.016042780748663103
75_to_79,2021-04-03,2,75,75-79,187,0.0106951871657754
80_to_84,2021-04-03,2,80,80-84,187,0.0106951871657754
85_to_89,2021-04-03,2,85,85-89,187,0.0106951871657754
90+,2021-04-03,4,90,90+,187,0.0213903743315508
0_to_4,2021-04-04,10,0,0-4,123,0.08130081300813008
5_to_9,2021-04-04,2,5,5-9,123,0.016260162601626018
10_to_14,2021-04-04,4,10,10-14,123,0.032520325203252036
15_to_19,2021-04-04,11,15,15-19,123,0.08943089430894309
20_to_24,2021-04-04,7,20,20-24,123,0.056910569105691054
25_to_29,2021-04-04,13,25,25-29,123,0.10569105691056911
30_to_34,2021-04-04,17,30,30-34,123,0.13821138211382114
35_to_39,2021-04-04,15,35,35-39,123,0.12195121951219512
40_to_44,2021-04-04,8,40,40-44,123,0.06504065040650407
45_to_49,2021-04-04,9,45,45-49,123,0.07317073170731707
50_to_54,2021-04-04,4,50,50-54,123,0.032520325203252036
55_to_59,2021-04-04,6,55,55-59,123,0.04878048780487805
60_to_64,2021-04-04,3,60,60-64,123,0.024390243902439025
65_to_69,2021-04-04,3,65,65-69,123,0.024390243902439025
70_to_74,2021-04-04,0,70,70-74,123,0
75_to_79,2021-04-04,1,75,75-79,123,0.008130081300813009
80_to_84,2021-04-04,5,80,80-84,123,0.04065040650406504
85_to_89,2021-04-04,1,85,85-89,123,0.008130081300813009
90+,2021-04-04,4,90,90+,123,0.032520325203252036
0_to_4,2021-04-06,1,0,0-4,162,0.006172839506172839
5_to_9,2021-04-06,7,5,5-9,162,0.043209876543209874
10_to_14,2021-04-06,9,10,10-14,162,0.05555555555555555
15_to_19,2021-04-06,12,15,15-19,162,0.07407407407407407
20_to_24,2021-04-06,18,20,20-24,162,0.1111111111111111
25_to_29,2021-04-06,14,25,25-29,162,0.08641975308641975
30_to_34,2021-04-06,13,30,30-34,162,0.08024691358024691
35_to_39,2021-04-06,15,35,35-39,162,0.09259259259259259
40_to_44,2021-04-06,13,40,40-44,162,0.08024691358024691
45_to_49,2021-04-06,8,45,45-49,162,0.04938271604938271
50_to_54,2021-04-06,11,50,50-54,162,0.06790123456790123
55_to_59,2021-04-06,11,55,55-59,162,0.06790123456790123
60_to_64,2021-04-06,4,60,60-64,162,0.024691358024691357
65_to_69,2021-04-06,6,65,65-69,162,0.037037037037037035
70_to_74,2021-04-06,5,70,70-74,162,0.030864197530864196
75_to_79,2021-04-06,6,75,75-79,162,0.037037037037037035
80_to_84,2021-04-06,4,80,80-84,162,0.024691358024691357
85_to_89,2021-04-06,5,85,85-89,162,0.030864197530864196
90+,2021-04-06,0,90,90+,162,0
0_to_4,2021-04-07,8,0,0-4,114,0.07017543859649122
5_to_9,2021-04-07,8,5,5-9,114,0.07017543859649122
10_to_14,2021-04-07,6,10,10-14,114,0.05263157894736842
15_to_19,2021-04-07,8,15,15-19,114,0.07017543859649122
20_to_24,2021-04-07,5,20,20-24,114,0.043859649122807015
25_to_29,2021-04-07,11,25,25-29,114,0.09649122807017543
30_to_34,2021-04-07,4,30,30-34,114,0.03508771929824561
35_to_39,2021-04-07,11,35,35-39,114,0.09649122807017543
40_to_44,2021-04-07,10,40,40-44,114,0.08771929824561403
45_to_49,2021-04-07,7,45,45-49,114,0.06140350877192982
50_to_54,2021-04-07,8,50,50-54,114,0.07017543859649122
55_to_59,2021-04-07,11,55,55-59,114,0.09649122807017543
60_to_64,2021-04-07,1,60,60-64,114,0.008771929824561403
65_to_69,2021-04-07,2,65,65-69,114,0.017543859649122806
70_to_74,2021-04-07,4,70,70-74,114,0.03508771929824561
75_to_79,2021-04-07,1,75,75-79,114,0.008771929824561403
80_to_84,2021-04-07,4,80,80-84,114,0.03508771929824561
85_to_89,2021-04-07,4,85,85-89,114,0.03508771929824561
90+,2021-04-07,1,90,90+,114,0.008771929824561403
0_to_4,2021-04-09,8,0,0-4,175,0.045714285714285714
5_to_9,2021-04-09,6,5,5-9,175,0.03428571428571429
10_to_14,2021-04-09,9,10,10-14,175,0.05142857142857143
15_to_19,2021-04-09,13,15,15-19,175,0.07428571428571429
20_to_24,2021-04-09,16,20,20-24,175,0.09142857142857143
25_to_29,2021-04-09,12,25,25-29,175,0.06857142857142857
30_to_34,2021-04-09,17,30,30-34,175,0.09714285714285714
35_to_39,2021-04-09,8,35,35-39,175,0.045714285714285714
40_to_44,2021-04-09,16,40,40-44,175,0.09142857142857143
45_to_49,2021-04-09,7,45,45-49,175,0.04
50_to_54,2021-04-09,14,50,50-54,175,0.08
55_to_59,2021-04-09,10,55,55-59,175,0.05714285714285714
60_to_64,2021-04-09,6,60,60-64,175,0.03428571428571429
65_to_69,2021-04-09,3,65,65-69,175,0.017142857142857144
70_to_74,2021-04-09,5,70,70-74,175,0.02857142857142857
75_to_79,2021-04-09,4,75,75-79,175,0.022857142857142857
80_to_84,2021-04-09,11,80,80-84,175,0.06285714285714286
85_to_89,2021-04-09,6,85,85-89,175,0.03428571428571429
90+,2021-04-09,4,90,90+,175,0.022857142857142857
0_to_4,2021-04-11,2,0,0-4,46,0.043478260869565216
5_to_9,2021-04-11,0,5,5-9,46,0
10_to_14,2021-04-11,0,10,10-14,46,0
15_to_19,2021-04-11,3,15,15-19,46,0.06521739130434782
20_to_24,2021-04-11,3,20,20-24,46,0.06521739130434782
25_to_29,2021-04-11,7,25,25-29,46,0.15217391304347827
30_to_34,2021-04-11,3,30,30-34,46,0.06521739130434782
35_to_39,2021-04-11,7,35,35-39,46,0.15217391304347827
40_to_44,2021-04-11,0,40,40-44,46,0
45_to_49,2021-04-11,3,45,45-49,46,0.06521739130434782
50_to_54,2021-04-11,1,50,50-54,46,0.021739130434782608
55_to_59,2021-04-11,4,55,55-59,46,0.08695652173913043
60_to_64,2021-04-11,3,60,60-64,46,0.06521739130434782
65_to_69,2021-04-11,2,65,65-69,46,0.043478260869565216
70_to_74,2021-04-11,2,70,70-74,46,0.043478260869565216
75_to_79,2021-04-11,2,75,75-79,46,0.043478260869565216
80_to_84,2021-04-11,2,80,80-84,46,0.043478260869565216
85_to_89,2021-04-11,0,85,85-89,46,0
90+,2021-04-11,2,90,90+,46,0.043478260869565216
0_to_4,2021-04-12,5,0,0-4,130,0.038461538461538464
5_to_9,2021-04-12,8,5,5-9,130,0.06153846153846154
10_to_14,2021-04-12,8,10,10-14,130,0.06153846153846154
15_to_19,2021-04-12,13,15,15-19,130,0.1
20_to_24,2021-04-12,11,20,20-24,130,0.08461538461538462
25_to_29,2021-04-12,9,25,25-29,130,0.06923076923076923
30_to_34,2021-04-12,8,30,30-34,130,0.06153846153846154
35_to_39,2021-04-12,11,35,35-39,130,0.08461538461538462
40_to_44,2021-04-12,13,40,40-44,130,0.1
45_to_49,2021-04-12,3,45,45-49,130,0.023076923076923078
50_to_54,2021-04-12,9,50,50-54,130,0.06923076923076923
55_to_59,2021-04-12,7,55,55-59,130,0.05384615384615385
60_to_64,2021-04-12,7,60,60-64,130,0.05384615384615385
65_to_69,2021-04-12,2,65,65-69,130,0.015384615384615385
70_to_74,2021-04-12,2,70,70-74,130,0.015384615384615385
75_to_79,2021-04-12,0,75,75-79,130,0
80_to_84,2021-04-12,6,80,80-84,130,0.046153846153846156
85_to_89,2021-04-12,5,85,85-89,130,0.038461538461538464
90+,2021-04-12,3,90,90+,130,0.023076923076923078
0_to_4,2021-04-13,4,0,0-4,104,0.038461538461538464
5_to_9,2021-04-13,8,5,5-9,104,0.07692307692307693
10_to_14,2021-04-13,9,10,10-14,104,0.08653846153846154
15_to_19,2021-04-13,11,15,15-19,104,0.10576923076923077
20_to_24,2021-04-13,8,20,20-24,104,0.07692307692307693
25_to_29,2021-04-13,7,25,25-29,104,0.0673076923076923
30_to_34,2021-04-13,7,30,30-34,104,0.0673076923076923
35_to_39,2021-04-13,9,35,35-39,104,0.08653846153846154
40_to_44,2021-04-13,6,40,40-44,104,0.057692307692307696
45_to_49,2021-04-13,5,45,45-49,104,0.04807692307692308
50_to_54,2021-04-13,8,50,50-54,104,0.07692307692307693
55_to_59,2021-04-13,6,55,55-59,104,0.057692307692307696
60_to_64,2021-04-13,4,60,60-64,104,0.038461538461538464
65_to_69,2021-04-13,1,65,65-69,104,0.009615384615384616
70_to_74,2021-04-13,1,70,70-74,104,0.009615384615384616
75_to_79,2021-04-13,3,75,75-79,104,0.028846153846153848
80_to_84,2021-04-13,2,80,80-84,104,0.019230769230769232
85_to_89,2021-04-13,1,85,85-89,104,0.009615384615384616
90+,2021-04-13,4,90,90+,104,0.038461538461538464
0_to_4,2021-04-14,1,0,0-4,48,0.020833333333333332
5_to_9,2021-04-14,5,5,5-9,48,0.10416666666666667
10_to_14,2021-04-14,2,10,10-14,48,0.041666666666666664
15_to_19,2021-04-14,3,15,15-19,48,0.0625
20_to_24,2021-04-14,3,20,20-24,48,0.0625
25_to_29,2021-04-14,3,25,25-29,48,0.0625
30_to_34,2021-04-14,4,30,30-34,48,0.08333333333333333
35_to_39,2021-04-14,4,35,35-39,48,0.08333333333333333
40_to_44,2021-04-14,0,40,40-44,48,0
45_to_49,2021-04-14,0,45,45-49,48,0
50_to_54,2021-04-14,1,50,50-54,48,0.020833333333333332
55_to_59,2021-04-14,3,55,55-59,48,0.0625
60_to_64,2021-04-14,2,60,60-64,48,0.041666666666666664
65_to_69,2021-04-14,2,65,65-69,48,0.041666666666666664
70_to_74,2021-04-14,5,70,70-74,48,0.10416666666666667
75_to_79,2021-04-14,2,75,75-79,48,0.041666666666666664
80_to_84,2021-04-14,1,80,80-84,48,0.020833333333333332
85_to_89,2021-04-14,4,85,85-89,48,0.08333333333333333
90+,2021-04-14,3,90,90+,48,0.0625
0_to_4,2021-04-15,0,0,0-4,91,0
5_to_9,2021-04-15,4,5,5-9,91,0.04395604395604396
10_to_14,2021-04-15,5,10,10-14,91,0.054945054945054944
15_to_19,2021-04-15,5,15,15-19,91,0.054945054945054944
20_to_24,2021-04-15,14,20,20-24,91,0.15384615384615385
25_to_29,2021-04-15,12,25,25-29,91,0.13186813186813187
30_to_34,2021-04-15,7,30,30-34,91,0.07692307692307693
35_to_39,2021-04-15,10,35,35-39,91,0.10989010989010989
40_to_44,2021-04-15,6,40,40-44,91,0.06593406593406594
45_to_49,2021-04-15,3,45,45-49,91,0.03296703296703297
50_to_54,2021-04-15,7,50,50-54,91,0.07692307692307693
55_to_59,2021-04-15,3,55,55-59,91,0.03296703296703297
60_to_64,2021-04-15,2,60,60-64,91,0.02197802197802198
65_to_69,2021-04-15,1,65,65-69,91,0.01098901098901099
70_to_74,2021-04-15,4,70,70-74,91,0.04395604395604396
75_to_79,2021-04-15,0,75,75-79,91,0
80_to_84,2021-04-15,6,80,80-84,91,0.06593406593406594
85_to_89,2021-04-15,2,85,85-89,91,0.02197802197802198
90+,2021-04-15,0,90,90+,91,0
0_to_4,2021-04-17,2,0,0-4,100,0.02
5_to_9,2021-04-17,8,5,5-9,100,0.08
10_to_14,2021-04-17,6,10,10-14,100,0.06
15_to_19,2021-04-17,3,15,15-19,100,0.03
20_to_24,2021-04-17,7,20,20-24,100,0.07
25_to_29,2021-04-17,9,25,25-29,100,0.09
30_to_34,2021-04-17,14,30,30-34,100,0.14
35_to_39,2021-04-17,7,35,35-39,100,0.07
40_to_44,2021-04-17,4,40,40-44,100,0.04
45_to_49,2021-04-17,6,45,45-49,100,0.06
50_to_54,2021-04-17,5,50,50-54,100,0.05
55_to_59,2021-04-17,2,55,55-59,100,0.02
60_to_64,2021-04-17,6,60,60-64,100,0.06
65_to_69,2021-04-17,4,65,65-69,100,0.04
70_to_74,2021-04-17,4,70,70-74,100,0.04
75_to_79,2021-04-17,3,75,75-79,100,0.03
80_to_84,2021-04-17,3,80,80-84,100,0.03
85_to_89,2021-04-17,4,85,85-89,100,0.04
90+,2021-04-17,3,90,90+,100,0.03
0_to_4,2021-04-18,0,0,0-4,53,0
5_to_9,2021-04-18,5,5,5-9,53,0.09433962264150944
10_to_14,2021-04-18,2,10,10-14,53,0.03773584905660377
15_to_19,2021-04-18,6,15,15-19,53,0.11320754716981132
20_to_24,2021-04-18,2,20,20-24,53,0.03773584905660377
25_to_29,2021-04-18,5,25,25-29,53,0.09433962264150944
30_to_34,2021-04-18,3,30,30-34,53,0.05660377358490566
35_to_39,2021-04-18,5,35,35-39,53,0.09433962264150944
40_to_44,2021-04-18,5,40,40-44,53,0.09433962264150944
45_to_49,2021-04-18,2,45,45-49,53,0.03773584905660377
50_to_54,2021-04-18,3,50,50-54,53,0.05660377358490566
55_to_59,2021-04-18,5,55,55-59,53,0.09433962264150944
60_to_64,2021-04-18,5,60,60-64,53,0.09433962264150944
65_to_69,2021-04-18,1,65,65-69,53,0.018867924528301886
70_to_74,2021-04-18,0,70,70-74,53,0
75_to_79,2021-04-18,1,75,75-79,53,0.018867924528301886
80_to_84,2021-04-18,1,80,80-84,53,0.018867924528301886
85_to_89,2021-04-18,1,85,85-89,53,0.018867924528301886
90+,2021-04-18,1,90,90+,53,0.018867924528301886
0_to_4,2021-04-19,4,0,0-4,64,0.0625
5_to_9,2021-04-19,5,5,5-9,64,0.078125
10_to_14,2021-04-19,3,10,10-14,64,0.046875
15_to_19,2021-04-19,2,15,15-19,64,0.03125
20_to_24,2021-04-19,1,20,20-24,64,0.015625
25_to_29,2021-04-19,2,25,25-29,64,0.03125
30_to_34,2021-04-19,5,30,30-34,64,0.078125
35_to_39,2021-04-19,5,35,35-39,64,0.078125
40_to_44,2021-04-19,5,40,40-44,64,0.078125
45_to_49,2021-04-19,3,45,45-49,64,0.046875
50_to_54,2021-04-19,1,50,50-54,64,0.015625
55_to_59,2021-04-19,3,55,55-59,64,0.046875
60_to_64,2021-04-19,3,60,60-64,64,0.046875
65_to_69,2021-04-19,4,65,65-69,64,0.0625
70_to_74,2021-04-19,5,70,70-74,64,0.078125
75_to_79,2021-04-19,3,75,75-79,64,0.046875
80_to_84,2021-04-19,3,80,80-84,64,0.046875
85_to_89,2021-04-19,5,85,85-89,64,0.078125
90+,2021-04-19,2,90,90+,64,0.03125
0_to_4,2021-04-20,1,0,0-4,62,0.016129032258064516
5_to_9,2021-04-20,2,5,5-9,62,0.03225806451612903
10_to_14,2021-04-20,4,10,10-14,62,0.06451612903225806
15_to_19,2021-04-20,6,15,15-19,62,0.0967741935483871
20_to_24,2021-04-20,7,20,20-24,62,0.11290322580645161
25_to_29,2021-04-20,6,25,25-29,62,0.0967741935483871
30_to_34,2021-04-20,9,30,30-34,62,0.14516129032258066
35_to_39,2021-04-20,5,35,35-39,62,0.08064516129032258
40_to_44,2021-04-20,2,40,40-44,62,0.03225806451612903
45_to_49,2021-04-20,2,45,45-49,62,0.03225806451612903
50_to_54,2021-04-20,1,50,50-54,62,0.016129032258064516
55_to_59,2021-04-20,3,55,55-59,62,0.04838709677419355
60_to_64,2021-04-20,2,60,60-64,62,0.03225806451612903
65_to_69,2021-04-20,1,65,65-69,62,0.016129032258064516
70_to_74,2021-04-20,1,70,70-74,62,0.016129032258064516
75_to_79,2021-04-20,3,75,75-79,62,0.04838709677419355
80_to_84,2021-04-20,1,80,80-84,62,0.016129032258064516
85_to_89,2021-04-20,2,85,85-89,62,0.03225806451612903
90+,2021-04-20,4,90,90+,62,0.06451612903225806
0_to_4,2021-04-21,2,0,0-4,57,0.03508771929824561
5_to_9,2021-04-21,1,5,5-9,57,0.017543859649122806
10_to_14,2021-04-21,1,10,10-14,57,0.017543859649122806
15_to_19,2021-04-21,2,15,15-19,57,0.03508771929824561
20_to_24,2021-04-21,5,20,20-24,57,0.08771929824561403
25_to_29,2021-04-21,3,25,25-29,57,0.05263157894736842
30_to_34,2021-04-21,3,30,30-34,57,0.05263157894736842
35_to_39,2021-04-21,11,35,35-39,57,0.19298245614035087
40_to_44,2021-04-21,2,40,40-44,57,0.03508771929824561
45_to_49,2021-04-21,0,45,45-49,57,0
50_to_54,2021-04-21,5,50,50-54,57,0.08771929824561403
55_to_59,2021-04-21,5,55,55-59,57,0.08771929824561403
60_to_64,2021-04-21,2,60,60-64,57,0.03508771929824561
65_to_69,2021-04-21,2,65,65-69,57,0.03508771929824561
70_to_74,2021-04-21,2,70,70-74,57,0.03508771929824561
75_to_79,2021-04-21,1,75,75-79,57,0.017543859649122806
80_to_84,2021-04-21,2,80,80-84,57,0.03508771929824561
85_to_89,2021-04-21,3,85,85-89,57,0.05263157894736842
90+,2021-04-21,5,90,90+,57,0.08771929824561403
0_to_4,2021-04-23,1,0,0-4,62,0.016129032258064516
5_to_9,2021-04-23,2,5,5-9,62,0.03225806451612903
10_to_14,2021-04-23,7,10,10-14,62,0.11290322580645161
15_to_19,2021-04-23,2,15,15-19,62,0.03225806451612903
20_to_24,2021-04-23,4,20,20-24,62,0.06451612903225806
25_to_29,2021-04-23,10,25,25-29,62,0.16129032258064516
30_to_34,2021-04-23,1,30,30-34,62,0.016129032258064516
35_to_39,2021-04-23,6,35,35-39,62,0.0967741935483871
40_to_44,2021-04-23,2,40,40-44,62,0.03225806451612903
45_to_49,2021-04-23,4,45,45-49,62,0.06451612903225806
50_to_54,2021-04-23,4,50,50-54,62,0.06451612903225806
55_to_59,2021-04-23,6,55,55-59,62,0.0967741935483871
60_to_64,2021-04-23,4,60,60-64,62,0.06451612903225806
65_to_69,2021-04-23,0,65,65-69,62,0
70_to_74,2021-04-23,0,70,70-74,62,0
75_to_79,2021-04-23,2,75,75-79,62,0.03225806451612903
80_to_84,2021-04-23,3,80,80-84,62,0.04838709677419355
85_to_89,2021-04-23,0,85,85-89,62,0
90+,2021-04-23,4,90,90+,62,0.06451612903225806
0_to_4,2021-04-24,4,0,0-4,96,0.041666666666666664
5_to_9,2021-04-24,5,5,5-9,96,0.052083333333333336
10_to_14,2021-04-24,7,10,10-14,96,0.07291666666666667
15_to_19,2021-04-24,9,15,15-19,96,0.09375
20_to_24,2021-04-24,12,20,20-24,96,0.125
25_to_29,2021-04-24,6,25,25-29,96,0.0625
30_to_34,2021-04-24,5,30,30-34,96,0.052083333333333336
35_to_39,2021-04-24,7,35,35-39,96,0.07291666666666667
40_to_44,2021-04-24,7,40,40-44,96,0.07291666666666667
45_to_49,2021-04-24,11,45,45-49,96,0.11458333333333333
50_to_54,2021-04-24,4,50,50-54,96,0.041666666666666664
55_to_59,2021-04-24,5,55,55-59,96,0.052083333333333336
60_to_64,2021-04-24,3,60,60-64,96,0.03125
65_to_69,2021-04-24,1,65,65-69,96,0.010416666666666666
70_to_74,2021-04-24,2,70,70-74,96,0.020833333333333332
75_to_79,2021-04-24,3,75,75-79,96,0.03125
80_to_84,2021-04-24,1,80,80-84,96,0.010416666666666666
85_to_89,2021-04-24,2,85,85-89,96,0.020833333333333332
90+,2021-04-24,2,90,90+,96,0.020833333333333332
0_to_4,2021-04-25,1,0,0-4,33,0.030303030303030304
5_to_9,2021-04-25,0,5,5-9,33,0
10_to_14,2021-04-25,2,10,10-14,33,0.06060606060606061
15_to_19,2021-04-25,2,15,15-19,33,0.06060606060606061
20_to_24,2021-04-25,3,20,20-24,33,0.09090909090909091
25_to_29,2021-04-25,1,25,25-29,33,0.030303030303030304
30_to_34,2021-04-25,5,30,30-34,33,0.15151515151515152
35_to_39,2021-04-25,1,35,35-39,33,0.030303030303030304
40_to_44,2021-04-25,2,40,40-44,33,0.06060606060606061
45_to_49,2021-04-25,2,45,45-49,33,0.06060606060606061
50_to_54,2021-04-25,1,50,50-54,33,0.030303030303030304
55_to_59,2021-04-25,3,55,55-59,33,0.09090909090909091
60_to_64,2021-04-25,2,60,60-64,33,0.06060606060606061
