"","age","rate","value"
"1","75_to_79",874.1,7873
"2","10_to_14",69.1,1252
"3","70_to_74",531.6,7071
"4","35_to_39",377,7166
"5","85_to_89",2287,8024
"6","40_to_44",390.1,7214
"7","55_to_59",463.5,8931
"8","65_to_69",473.3,6403
"9","45_to_49",482.3,8200
"10","15_to_19",127.2,2187
"11","60_to_64",505.5,7720
"12","20_to_24",298.5,4739
"13","80_to_84",1434.7,9117
"14","90+",3513.1,5840
"15","5_to_9",60.7,1098
"16","0_to_4",62.2,1053
"17","25_to_29",390.1,6994
"18","30_to_34",396.3,7660
"19","50_to_54",490.4,9019
