"","age","rate","value"
"1","10_to_14",4075.9,73874
"2","75_to_79",4300.6,38736
"3","45_to_49",7942.4,135037
"4","40_to_44",7374.3,136359
"5","50_to_54",7552.6,138915
"6","60_to_64",6082.2,92889
"7","15_to_19",6545.2,112541
"8","35_to_39",7824.8,148715
"9","5_to_9",2655.2,48048
"10","65_to_69",4335.1,58645
"11","85_to_89",8212.6,28814
"12","90+",12256.8,20375
"13","80_to_84",5525.5,35112
"14","55_to_59",6467.2,124619
"15","25_to_29",8933.2,160147
"16","30_to_34",8303,160507
"17","70_to_74",3622.4,48183
"18","0_to_4",2501,42348
"19","20_to_24",9537,151421
