"","age","rate","value"
"1","75_to_79",2824,25436
"2","5_to_9",1520.4,27513
"3","25_to_29",5231.2,93781
"4","90+",8012.8,13320
"5","15_to_19",4434.9,76257
"6","60_to_64",3598.3,54954
"7","50_to_54",4493.6,82650
"8","70_to_74",2318.8,30843
"9","10_to_14",2615.7,47409
"10","20_to_24",5887.6,93479
"11","55_to_59",3829.8,73798
"12","30_to_34",4750.1,91825
"13","35_to_39",4446.1,84501
"14","40_to_44",4289.2,79312
"15","85_to_89",5517.5,19358
"16","80_to_84",3755.1,23862
"17","45_to_49",4744.8,80671
"18","65_to_69",2665,36052
"19","0_to_4",1340.5,22698
