age,value,rate
0_to_4,153,180.6
5_to_9,122,115.2
10_to_14,216,229.3
15_to_19,587,633.1
20_to_24,943,1056
25_to_29,940,883.9
30_to_34,862,809.1
35_to_39,814,845.6
40_to_44,745,815
45_to_49,869,1038.7
50_to_54,923,951.7
55_to_59,981,914.3
60_to_64,680,724.2
65_to_69,468,528.4
70_to_74,530,611.8
75_to_79,582,978.1
80_to_84,557,1403
85_to_89,450,2103.2
90+,331,3415.5
