"","age","rate","value"
"1","90+",12830.2,45039
"2","60_to_64",5591.2,88598
"3","5_to_9",2102.1,39120
"4","55_to_59",6538,129488
"5","35_to_39",8297.3,158263
"6","15_to_19",7592.6,124123
"7","50_to_54",7974.6,149644
"8","25_to_29",10486,177753
"9","45_to_49",8464.5,145090
"10","65_to_69",3549.5,51253
"11","40_to_44",7748.1,146016
"12","0_to_4",2218.2,35634
"13","70_to_74",2938.2,42580
"14","20_to_24",11518,173059
"15","80_to_84",4872.5,39197
"16","30_to_34",9220.3,172262
"17","85_to_89",7607.7,40239
"18","10_to_14",3745.5,64637
"19","75_to_79",3563.1,37055
