"","age","rate","value"
"1","15_to_19",7762.7,126904
"2","30_to_34",9543.8,178305
"3","10_to_14",3841.3,66290
"4","85_to_89",7810.1,41310
"5","90+",13182,46274
"6","80_to_84",4999.4,40218
"7","25_to_29",10814.9,183328
"8","55_to_59",6757.3,133830
"9","75_to_79",3660,38063
"10","65_to_69",3664,52906
"11","45_to_49",8719.7,149465
"12","35_to_39",8590.4,163853
"13","40_to_44",7993.8,150645
"14","50_to_54",8227.2,154385
"15","5_to_9",2186.4,40690
"16","0_to_4",2319.3,37258
"17","70_to_74",3027.3,43871
"18","60_to_64",5785.6,91679
"19","20_to_24",11854.2,178111
