"","age","rate","value"
"1","50_to_54",131.7,2423
"2","80_to_84",548.3,3484
"3","45_to_49",116.9,1988
"4","65_to_69",181.3,2452
"5","15_to_19",8.5,147
"6","90+",1022.1,1699
"7","20_to_24",25.5,405
"8","30_to_34",56.8,1098
"9","35_to_39",64.8,1232
"10","85_to_89",779.3,2734
"11","75_to_79",365.7,3294
"12","25_to_29",51.2,918
"13","10_to_14",4.2,76
"14","60_to_64",169.1,2583
"15","5_to_9",3.4,62
"16","70_to_74",219.7,2922
"17","55_to_59",135.3,2607
"18","40_to_44",82.7,1530
"19","0_to_4",12.6,213
