"","age","rate","value"
"1","85_to_89",4088.5,21625
"2","90+",6769.9,23765
"3","35_to_39",3479.1,66360
"4","15_to_19",4224,69053
"5","75_to_79",1772.7,18436
"6","20_to_24",5408,81256
"7","50_to_54",3530.2,66245
"8","55_to_59",2885,57139
"9","70_to_74",1363.4,19758
"10","10_to_14",1721.9,29716
"11","5_to_9",848.7,15795
"12","80_to_84",2559.1,20587
"13","45_to_49",3768.4,64595
"14","0_to_4",857.8,13780
"15","65_to_69",1578.4,22791
"16","40_to_44",3331.8,62788
"17","60_to_64",2449.9,38821
"18","25_to_29",4444.2,75336
"19","30_to_34",3840.2,71746
