"","age","rate","value"
"1","40_to_44",2450.5,45313
"2","75_to_79",2050.3,18467
"3","10_to_14",1426.7,25859
"4","5_to_9",798.1,14443
"5","20_to_24",3930.7,62409
"6","30_to_34",2778.5,53712
"7","90+",6022.2,10011
"8","80_to_84",2828.4,17973
"9","50_to_54",2756.1,50692
"10","65_to_69",1762.8,23847
"11","0_to_4",751.5,12724
"12","60_to_64",2298.1,35098
"13","15_to_19",3037.8,52234
"14","25_to_29",3104.9,55662
"15","45_to_49",2787,47384
"16","70_to_74",1597.1,21244
"17","35_to_39",2557,48597
"18","85_to_89",4145.6,14545
"19","55_to_59",2389.1,46037
