"","age","rate","value"
"1","85_to_89",6526,34518
"2","55_to_59",5588.5,110683
"3","25_to_29",9033.5,153130
"4","65_to_69",3034.2,43812
"5","30_to_34",7849.8,146656
"6","60_to_64",4749.3,75257
"7","90+",10927,38358
"8","20_to_24",10061,151168
"9","15_to_19",6869.7,112305
"10","10_to_14",3324.4,57370
"11","80_to_84",4194.5,33743
"12","70_to_74",2521.6,36543
"13","50_to_54",6835,128260
"14","0_to_4",1792.7,28799
"15","5_to_9",1772.6,32988
"16","75_to_79",3061,31834
"17","40_to_44",6661.1,125530
"18","35_to_39",7071.1,134874
"19","45_to_49",7310.4,125307
