"","age","rate","value"
"1","50_to_54",576.3,10815
"2","15_to_19",101.4,1657
"3","25_to_29",549.6,9317
"4","0_to_4",22.8,366
"5","30_to_34",474.6,8867
"6","35_to_39",409.6,7813
"7","10_to_14",30.8,531
"8","90+",3025.6,10621
"9","5_to_9",23.2,431
"10","65_to_69",273.6,3951
"11","75_to_79",558,5803
"12","20_to_24",399,5995
"13","80_to_84",996.9,8020
"14","60_to_64",424.8,6732
"15","55_to_59",494.3,9789
"16","45_to_49",566.9,9717
"17","70_to_74",309.1,4479
"18","85_to_89",1782.9,9430
"19","40_to_44",436,8216
