age,rate,value
0_to_4,979.9,830
5_to_9,867.1,918
10_to_14,1547.6,1458
15_to_19,3408.4,3160
20_to_24,4778.3,4267
25_to_29,3390,3605
30_to_34,3154.6,3361
35_to_39,3130.9,3014
40_to_44,3135.2,2866
45_to_49,3808.2,3186
50_to_54,3420.3,3317
55_to_59,3009.5,3229
60_to_64,2434.5,2286
65_to_69,1747.9,1548
70_to_74,1686.4,1461
75_to_79,2364.6,1407
80_to_84,3133.4,1244
85_to_89,4341.9,929
90+,6789.8,658
