"","age","rate","value"
"1","40_to_44",3676.8,67988
"2","25_to_29",4486.7,80434
"3","50_to_54",3890.4,71555
"4","20_to_24",5174.3,82153
"5","45_to_49",4107.1,69828
"6","35_to_39",3808.3,72379
"7","90+",7437.1,12363
"8","15_to_19",4028.3,69264
"9","75_to_79",2563,23085
"10","0_to_4",1159.4,19631
"11","5_to_9",1334.9,24157
"12","65_to_69",2325.8,31463
"13","60_to_64",3106.5,47443
"14","10_to_14",2353.2,42651
"15","30_to_34",4059.9,78483
"16","55_to_59",3307.5,63734
"17","85_to_89",5127.3,17989
"18","70_to_74",2059.5,27394
"19","80_to_84",3476.1,22089
