"","age","rate","value"
"1","85_to_89",8166.5,28652
"2","50_to_54",7440.1,136846
"3","65_to_69",4294.8,58100
"4","70_to_74",3592.4,47784
"5","0_to_4",2435,41229
"6","45_to_49",7801.3,132638
"7","30_to_34",8150.6,157562
"8","80_to_84",5489,34880
"9","15_to_19",6360.6,109367
"10","35_to_39",7657.6,145537
"11","60_to_64",6016.8,91891
"12","40_to_44",7222,133542
"13","55_to_59",6383,122996
"14","90+",12190,20264
"15","25_to_29",8787.9,157543
"16","20_to_24",9386.9,149038
"17","75_to_79",4271.4,38473
"18","5_to_9",2525.4,45700
"19","10_to_14",3834,69490
