"","age","rate","value"
"1","90+",3453.2,12122
"2","50_to_54",705.4,13237
"3","75_to_79",638.4,6639
"4","20_to_24",629.7,9461
"5","80_to_84",1135.3,9133
"6","45_to_49",714.5,12247
"7","25_to_29",766.7,12997
"8","35_to_39",552.4,10536
"9","65_to_69",340.5,4917
"10","5_to_9",61.1,1137
"11","10_to_14",76.3,1316
"12","40_to_44",573.8,10814
"13","0_to_4",64.6,1038
"14","30_to_34",648.6,12118
"15","85_to_89",2029.8,10736
"16","60_to_64",519.3,8229
"17","70_to_74",365.9,5302
"18","55_to_59",597.8,11840
"19","15_to_19",214.1,3500
