age,value,rate
0_to_4,412,486.4
5_to_9,373,352.3
10_to_14,618,656
15_to_19,2097,2261.8
20_to_24,2642,2958.6
25_to_29,2059,1936.2
30_to_34,1893,1776.7
35_to_39,1707,1773.2
40_to_44,1626,1778.7
45_to_49,1794,2144.3
50_to_54,1876,1934.4
55_to_59,1955,1822.1
60_to_64,1289,1372.7
65_to_69,895,1010.6
70_to_74,874,1008.8
75_to_79,904,1519.3
80_to_84,799,2012.5
85_to_89,629,2939.8
90+,451,4653.8
