"","age","rate","value"
"1","25_to_29",4539.5,76951
"2","5_to_9",883.1,16434
"3","20_to_24",5502.7,82679
"4","30_to_34",3937.8,73569
"5","80_to_84",2600,20916
"6","10_to_14",1795.8,30990
"7","75_to_79",1804.5,18766
"8","70_to_74",1387.1,20102
"9","35_to_39",3572.3,68139
"10","0_to_4",884,14201
"11","65_to_69",1609.7,23243
"12","45_to_49",3859.6,66157
"13","15_to_19",4310,70459
"14","50_to_54",3606.5,67677
"15","40_to_44",3420.9,64467
"16","85_to_89",4155.2,21978
"17","90+",6874.7,24133
"18","60_to_64",2499,39599
"19","55_to_59",2943.3,58294
