age,value,rate
0_to_4,277,342.6
5_to_9,255,228.5
10_to_14,352,393
15_to_19,2198,2494.7
20_to_24,2559,3080.1
25_to_29,2112,2198.6
30_to_34,1887,1855.1
35_to_39,1860,1923.7
40_to_44,1822,1948.6
45_to_49,2085,2427.4
50_to_54,2319,2271.5
55_to_59,2080,1837.7
60_to_64,1277,1290.5
65_to_69,661,706.4
70_to_74,595,642.2
75_to_79,645,958.6
80_to_84,722,1442
85_to_89,786,2419.8
90+,868,4168.1
