age,rate,value
0_to_4,2064.5,1669
5_to_9,1601.9,1788
10_to_14,2965.1,2656
15_to_19,7428.6,6545
20_to_24,11517.7,9569
25_to_29,9559.7,9183
30_to_34,8438.1,8583
35_to_39,8185.2,7914
40_to_44,7817.8,7310
45_to_49,9358,8038
50_to_54,8520.7,8699
55_to_59,6862.9,7768
60_to_64,5457.1,5400
65_to_69,3248.6,3040
70_to_74,2907.7,2694
75_to_79,3574.5,2405
80_to_84,4953.3,2480
85_to_89,7373.3,2395
90+,12062.4,2512
