age,rate,value
0_to_4,2537.2,2149
5_to_9,2120.6,2245
10_to_14,3285.3,3095
15_to_19,6187.9,5737
20_to_24,9818.6,8768
25_to_29,7902.7,8404
30_to_34,7475.9,7965
35_to_39,7277.7,7006
40_to_44,7039.3,6435
45_to_49,8290.5,6936
50_to_54,7804.7,7569
55_to_59,6785.2,7280
60_to_64,5751.9,5401
65_to_69,4046.8,3584
70_to_74,3683.2,3191
75_to_79,4557.8,2712
80_to_84,6085.5,2416
85_to_89,8155.7,1745
90+,12589,1220
