age,value,rate
0_to_4,287,355
5_to_9,263,235.6
10_to_14,382,426.5
15_to_19,2282,2590.1
20_to_24,2625,3159.6
25_to_29,2187,2276.7
30_to_34,1954,1921
35_to_39,1927,1993
40_to_44,1878,2008.4
45_to_49,2145,2497.3
50_to_54,2377,2328.3
55_to_59,2132,1883.6
60_to_64,1314,1327.9
65_to_69,678,724.5
70_to_74,624,673.5
75_to_79,664,986.9
80_to_84,736,1470
85_to_89,793,2441.4
90+,874,4196.9
