"","age","rate","value"
"1","60_to_64",583.4,9244
"2","15_to_19",348.7,5701
"3","45_to_49",819.5,14047
"4","90+",3581.7,12573
"5","40_to_44",669.2,12612
"6","30_to_34",777.4,14524
"7","65_to_69",377.6,5452
"8","75_to_79",670.3,6971
"9","25_to_29",940.3,15939
"10","50_to_54",804.6,15099
"11","55_to_59",674.2,13352
"12","10_to_14",122.1,2107
"13","5_to_9",98.6,1835
"14","70_to_74",394.6,5719
"15","80_to_84",1179.9,9492
"16","35_to_39",667.7,12735
"17","0_to_4",95.8,1539
"18","85_to_89",2095.4,11083
"19","20_to_24",863.8,12978
