age,rate,value
0_to_4,2351.5,1901
5_to_9,1756.1,1960
10_to_14,3241.9,2904
15_to_19,7975.6,7027
20_to_24,12607,10474
25_to_29,10531,10116
30_to_34,9292.4,9452
35_to_39,8953.6,8657
40_to_44,8523.6,7970
45_to_49,10169.5,8735
50_to_54,9273,9467
55_to_59,7533.5,8527
60_to_64,5970.5,5908
65_to_69,3600.2,3369
70_to_74,3198.1,2963
75_to_79,3990.6,2685
80_to_84,5562.4,2785
85_to_89,8417,2734
90+,13819.9,2878
