"","age","rate","value"
"1","65_to_69",402.1,5806
"2","45_to_49",887.6,15214
"3","5_to_9",115.5,2149
"4","60_to_64",623.4,9879
"5","85_to_89",2123.9,11234
"6","50_to_54",873,16382
"7","20_to_24",999.9,15023
"8","0_to_4",117.6,1889
"9","35_to_39",739.4,14104
"10","80_to_84",1201.3,9664
"11","70_to_74",410,5941
"12","40_to_44",735.8,13867
"13","90+",3623.8,12721
"14","10_to_14",159.3,2749
"15","25_to_29",1039.4,17620
"16","55_to_59",723,14320
"17","75_to_79",689.8,7174
"18","15_to_19",441.2,7212
"19","30_to_34",853.9,15954
