age,value,rate
0_to_4,254,299.9
5_to_9,230,217.3
10_to_14,367,389.6
15_to_19,1492,1609.3
20_to_24,1706,1910.4
25_to_29,1382,1299.6
30_to_34,1251,1174.2
35_to_39,1134,1178
40_to_44,1102,1205.5
45_to_49,1225,1464.2
50_to_54,1291,1331.2
55_to_59,1347,1255.5
60_to_64,917,976.6
65_to_69,637,719.3
70_to_74,663,765.3
75_to_79,717,1205
80_to_84,650,1637.2
85_to_89,524,2449.1
90+,362,3735.4
