"","age","rate","value"
"1","80_to_84",2023.1,12856
"2","70_to_74",1031.5,13721
"3","90+",4425.7,7357
"4","65_to_69",1090.6,14754
"5","25_to_29",1864.3,33422
"6","20_to_24",2582.8,41007
"7","85_to_89",3024.9,10613
"8","10_to_14",622.4,11280
"9","0_to_4",398.7,6750
"10","60_to_64",1366.8,20874
"11","5_to_9",363,6568
"12","50_to_54",1599.9,29427
"13","45_to_49",1598.3,27175
"14","35_to_39",1485.7,28236
"15","75_to_79",1399.3,12604
"16","15_to_19",1987.8,34179
"17","55_to_59",1405.2,27078
"18","40_to_44",1386.8,25644
"19","30_to_34",1633.7,31581
