"","age","rate","value"
"1","50_to_54",211.2,3964
"2","45_to_49",212.1,3635
"3","85_to_89",714.3,3778
"4","55_to_59",182.6,3616
"5","10_to_14",6.7,116
"6","80_to_84",458.9,3692
"7","75_to_79",287.9,2994
"8","70_to_74",170.9,2476
"9","30_to_34",167.6,3132
"10","35_to_39",142.2,2713
"11","25_to_29",185.5,3144
"12","5_to_9",4.7,88
"13","40_to_44",157.3,2965
"14","20_to_24",96.1,1444
"15","0_to_4",12.7,204
"16","65_to_69",138,1992
"17","15_to_19",18.6,304
"18","90+",993.9,3489
"19","60_to_64",170.3,2698
