"","age","rate","value"
"1","20_to_24",3978,63159
"2","75_to_79",2079.2,18728
"3","15_to_19",3085.7,53058
"4","65_to_69",1787.9,24187
"5","0_to_4",770.6,13048
"6","25_to_29",3156.2,56582
"7","45_to_49",2842.3,48325
"8","55_to_59",2423.8,46704
"9","40_to_44",2500.6,46239
"10","30_to_34",2825.3,54617
"11","90+",6113.7,10163
"12","80_to_84",2863.9,18199
"13","60_to_64",2334.3,35651
"14","85_to_89",4208.9,14767
"15","70_to_74",1620.9,21560
"16","35_to_39",2608.7,49579
"17","50_to_54",2803,51555
"18","10_to_14",1478.5,26797
"19","5_to_9",826.6,14959
