"","age","rate","value"
"1","0_to_4",693.5,11140
"2","35_to_39",2902.6,55365
"3","50_to_54",3040.8,57061
"4","80_to_84",2228.2,17925
"5","40_to_44",2760.4,52020
"6","45_to_49",3185,54594
"7","85_to_89",3562.7,18844
"8","20_to_24",4794.8,72043
"9","15_to_19",3697.7,60450
"10","25_to_29",3829.2,64910
"11","10_to_14",1255.8,21671
"12","60_to_64",2115.6,33524
"13","75_to_79",1551,16130
"14","65_to_69",1376.5,19876
"15","55_to_59",2502.2,49557
"16","5_to_9",628.1,11689
"17","70_to_74",1193.4,17295
"18","90+",5855.5,20555
"19","30_to_34",3255.1,60815
