"","age","rate","value"
"1","45_to_49",4296.2,73044
"2","10_to_14",2427.7,44002
"3","80_to_84",3554.1,22585
"4","65_to_69",2416.2,32687
"5","15_to_19",4137.2,71137
"6","25_to_29",4690.4,84085
"7","75_to_79",2627.3,23664
"8","20_to_24",5371.2,85279
"9","50_to_54",4064.1,74751
"10","30_to_34",4252.6,82208
"11","35_to_39",3991.7,75864
"12","90+",7592.3,12621
"13","5_to_9",1386.8,25096
"14","40_to_44",3854.1,71266
"15","70_to_74",2129.2,28321
"16","85_to_89",5227.9,18342
"17","55_to_59",3453.4,66545
"18","60_to_64",3242.7,49524
"19","0_to_4",1211.5,20513
