"","age","rate","value"
"1","20_to_24",208,3302
"2","0_to_4",36.5,618
"3","50_to_54",440,8092
"4","45_to_49",422,7174
"5","55_to_59",421.8,8127
"6","30_to_34",317.3,6134
"7","65_to_69",435.7,5894
"8","40_to_44",325.9,6027
"9","10_to_14",44.5,807
"10","60_to_64",463.1,7073
"11","85_to_89",2216.9,7778
"12","70_to_74",504.7,6713
"13","5_to_9",38.1,689
"14","25_to_29",309.6,5550
"15","80_to_84",1385.6,8805
"16","90+",3403.6,5658
"17","75_to_79",842.7,7590
"18","35_to_39",304.4,5785
"19","15_to_19",77.5,1332
