"","age","rate","value"
"1","70_to_74",2857.1,38004
"2","40_to_44",5431,100425
"3","90+",9649,16040
"4","35_to_39",5689.8,108137
"5","75_to_79",3414.3,30753
"6","50_to_54",5678.8,104449
"7","80_to_84",4454.1,28304
"8","55_to_59",4856,93572
"9","25_to_29",6748.4,120980
"10","30_to_34",6087.5,117678
"11","0_to_4",1686.3,28552
"12","60_to_64",4566.4,69740
"13","15_to_19",5271.8,90646
"14","5_to_9",1873.3,33900
"15","85_to_89",6560.9,23019
"16","45_to_49",5971.5,101528
"17","10_to_14",3073.1,55699
"18","20_to_24",7438.7,118105
"19","65_to_69",3331.8,45072
