"","age","rate","value"
"1","85_to_89",2257.7,7921
"2","55_to_59",440,8478
"3","5_to_9",47,851
"4","10_to_14",54.2,982
"5","45_to_49",447.9,7615
"6","30_to_34",350.1,6768
"7","50_to_54",461.5,8489
"8","60_to_64",481.9,7359
"9","35_to_39",333.9,6346
"10","75_to_79",859.2,7739
"11","20_to_24",239.5,3802
"12","90+",3462.6,5756
"13","70_to_74",517.7,6886
"14","0_to_4",47,795
"15","40_to_44",352.4,6517
"16","15_to_19",95.3,1639
"17","65_to_69",453.6,6136
"18","80_to_84",1411.1,8967
"19","25_to_29",341.7,6125
