"","age","rate","value"
"1","35_to_39",518,9880
"2","45_to_49",681.8,11687
"3","10_to_14",64.4,1111
"4","40_to_44",542.2,10217
"5","5_to_9",51,949
"6","70_to_74",357.4,5179
"7","25_to_29",704,11933
"8","90+",3404.5,11951
"9","20_to_24",555.6,8348
"10","55_to_59",576.4,11415
"11","80_to_84",1118.9,9001
"12","15_to_19",175.7,2872
"13","85_to_89",2000.3,10580
"14","60_to_64",499.2,7910
"15","30_to_34",602,11248
"16","0_to_4",52.4,841
"17","65_to_69",326.8,4719
"18","75_to_79",627.4,6525
"19","50_to_54",677.3,12709
