age,value,rate
0_to_4,651,805.3
5_to_9,690,618.2
10_to_14,1089,1215.7
15_to_19,3605,4091.7
20_to_24,4654,5601.8
25_to_29,4232,4405.6
30_to_34,3868,3802.7
35_to_39,3577,3699.6
40_to_44,3494,3736.7
45_to_49,3817,4443.8
50_to_54,4159,4073.8
55_to_59,3702,3270.7
60_to_64,2383,2408.2
65_to_69,1266,1352.9
70_to_74,1174,1267.1
75_to_79,1163,1728.5
80_to_84,1255,2506.6
85_to_89,1310,4033
90+,1392,6684.3
