age,rate,value
0_to_4,1771.3,1432
5_to_9,1367.2,1526
10_to_14,2559.8,2293
15_to_19,6463.8,5695
20_to_24,9785.6,8130
25_to_29,8144,7823
30_to_34,7222,7346
35_to_39,7008.2,6776
40_to_44,6814.6,6372
45_to_49,8107.7,6964
50_to_54,7326.7,7480
55_to_59,5867.2,6641
60_to_64,4648.7,4600
65_to_69,2726.1,2551
70_to_74,2470.6,2289
75_to_79,2991.8,2013
80_to_84,4090.4,2048
85_to_89,6111.1,1985
90+,9795.9,2040
