"","age","rate","value"
"1","45_to_49",396.1,6735
"2","70_to_74",486.9,6476
"3","35_to_39",275.2,5230
"4","75_to_79",815.4,7344
"5","65_to_69",415.7,5624
"6","10_to_14",34.4,623
"7","30_to_34",284.9,5508
"8","25_to_29",278.8,4999
"9","50_to_54",415.6,7645
"10","40_to_44",299.9,5546
"11","80_to_84",1338.6,8506
"12","55_to_59",399,7688
"13","90+",3308,5499
"14","0_to_4",30,508
"15","5_to_9",30.9,559
"16","20_to_24",181.8,2886
"17","60_to_64",441.6,6744
"18","85_to_89",2145.9,7529
"19","15_to_19",64.2,1104
