"","age","rate","value"
"1","75_to_79",808.1,7279
"2","60_to_64",436.3,6663
"3","10_to_14",32.4,588
"4","90+",3276.1,5446
"5","15_to_19",61.4,1055
"6","35_to_39",269.6,5124
"7","50_to_54",410.8,7555
"8","55_to_59",393.2,7577
"9","25_to_29",272.4,4884
"10","45_to_49",390,6631
"11","5_to_9",29.6,535
"12","85_to_89",2128.3,7467
"13","80_to_84",1324.1,8414
"14","30_to_34",278.7,5387
"15","20_to_24",175.2,2781
"16","40_to_44",294,5436
"17","70_to_74",482.7,6420
"18","0_to_4",28.8,487
"19","65_to_69",411.3,5564
