"","age","rate","value"
"1","85_to_89",3382.3,17890
"2","75_to_79",1462.6,15211
"3","55_to_59",2351.3,46568
"4","70_to_74",1121.3,16249
"5","15_to_19",3492.2,57090
"6","10_to_14",1090.8,18825
"7","35_to_39",2692.4,51355
"8","5_to_9",554.2,10313
"9","60_to_64",1988.3,31506
"10","65_to_69",1293.3,18675
"11","40_to_44",2561.3,48269
"12","50_to_54",2850.3,53486
"13","80_to_84",2117.5,17034
"14","90+",5556.1,19504
"15","0_to_4",633.3,10174
"16","25_to_29",3602.8,61073
"17","20_to_24",4554.8,68437
"18","45_to_49",2966.5,50849
"19","30_to_34",3039.9,56794
