age,value,rate
0_to_4,130,153.5
5_to_9,106,100.1
10_to_14,181,192.1
15_to_19,463,499.4
20_to_24,781,874.6
25_to_29,829,779.6
30_to_34,782,734
35_to_39,745,773.9
40_to_44,662,724.2
45_to_49,787,940.7
50_to_54,835,861
55_to_59,893,832.3
60_to_64,607,646.4
65_to_69,431,486.7
70_to_74,505,582.9
75_to_79,557,936.1
80_to_84,545,1372.8
85_to_89,439,2051.8
90+,326,3363.9
