"","age","rate","value"
"1","75_to_79",3753.5,39036
"2","25_to_29",11257.5,190830
"3","80_to_84",5119.9,41187
"4","5_to_9",2347.8,43693
"5","20_to_24",12294.6,184728
"6","60_to_64",6003.4,95130
"7","15_to_19",8083.7,132152
"8","55_to_59",7009.5,138826
"9","40_to_44",8329,156963
"10","35_to_39",8994,171551
"11","70_to_74",3113.1,45114
"12","30_to_34",9988.1,186606
"13","45_to_49",9054.4,155201
"14","85_to_89",8013.6,42386
"15","90+",13490.5,47357
"16","10_to_14",4074.3,70311
"17","50_to_54",8538,160218
"18","0_to_4",2465.8,39612
"19","65_to_69",3782.8,54621
