"","age","rate","value"
"1","0_to_4",364.9,6178
"2","60_to_64",1263.4,19295
"3","85_to_89",2926,10266
"4","55_to_59",1300.6,25061
"5","15_to_19",1882.5,32368
"6","65_to_69",1014,13718
"7","45_to_49",1470.5,25002
"8","80_to_84",1948.5,12382
"9","70_to_74",973.7,12952
"10","30_to_34",1502.8,29050
"11","40_to_44",1273.4,23547
"12","75_to_79",1333.5,12011
"13","50_to_54",1470.5,27046
"14","90+",4293.9,7138
"15","10_to_14",565.9,10257
"16","35_to_39",1366.6,25972
"17","5_to_9",335.2,6066
"18","20_to_24",2405.2,38187
"19","25_to_29",1712.9,30707
