"","age","rate","value"
"1","55_to_59",2190.9,42217
"2","35_to_39",2312.4,43948
"3","65_to_69",1626.5,22003
"4","60_to_64",2111,32240
"5","90+",5497.1,9138
"6","0_to_4",662.4,11215
"7","45_to_49",2508.3,42646
"8","70_to_74",1479.9,19685
"9","75_to_79",1896.6,17083
"10","85_to_89",3819.9,13402
"11","25_to_29",2845.2,51006
"12","80_to_84",2615.9,16623
"13","5_to_9",659.6,11936
"14","40_to_44",2193.1,40553
"15","15_to_19",2777.4,47756
"16","20_to_24",3688.9,58569
"17","30_to_34",2528,48869
"18","50_to_54",2498.5,45954
"19","10_to_14",1153.4,20905
