"","age","rate","value"
"1","35_to_39",544.1,10378
"2","75_to_79",635.7,6611
"3","50_to_54",698.2,13101
"4","65_to_69",337.1,4868
"5","30_to_34",637.3,11907
"6","10_to_14",73.1,1262
"7","5_to_9",59,1098
"8","0_to_4",61.9,995
"9","25_to_29",749,12697
"10","85_to_89",2023.1,10701
"11","20_to_24",608,9135
"12","15_to_19",202.8,3316
"13","70_to_74",364,5275
"14","45_to_49",705.8,12098
"15","55_to_59",592.4,11733
"16","60_to_64",514.3,8149
"17","40_to_44",566.7,10680
"18","90+",3444.6,12092
"19","80_to_84",1132.4,9110
