"","age","rate","value"
"1","30_to_34",6894.6,128811
"2","55_to_59",4878.4,96618
"3","70_to_74",2214.2,32087
"4","35_to_39",6242.5,119069
"5","85_to_89",5756.9,30450
"6","5_to_9",1577,29349
"7","65_to_69",2669.2,38542
"8","50_to_54",5997.1,112537
"9","90+",9513.2,33395
"10","80_to_84",3717,29902
"11","0_to_4",1555.7,24991
"12","40_to_44",5897.6,111143
"13","45_to_49",6467.3,110856
"14","15_to_19",6290.9,102843
"15","60_to_64",4139.7,65598
"16","25_to_29",7934.4,134500
"17","10_to_14",3040.7,52475
"18","75_to_79",2702.4,28104
"19","20_to_24",8919.2,134013
