"","age","rate","value"
"1","80_to_84",1407.8,8946
"2","40_to_44",346,6397
"3","15_to_19",91.1,1567
"4","70_to_74",514.8,6848
"5","0_to_4",44.3,750
"6","75_to_79",856,7710
"7","20_to_24",231.5,3676
"8","85_to_89",2253.4,7906
"9","25_to_29",333.9,5985
"10","60_to_64",477.3,7289
"11","50_to_54",456.5,8397
"12","35_to_39",327.3,6220
"13","10_to_14",52,943
"14","45_to_49",442.8,7528
"15","90+",3451.8,5738
"16","65_to_69",449.8,6085
"17","30_to_34",344,6650
"18","5_to_9",45,814
"19","55_to_59",436.1,8403
