"","age","rate","value"
"1","40_to_44",715.2,13478
"2","50_to_54",851.3,15974
"3","75_to_79",683.4,7107
"4","20_to_24",953.9,14332
"5","5_to_9",110.8,2062
"6","0_to_4",111.9,1798
"7","85_to_89",2111.6,11169
"8","70_to_74",404.9,5867
"9","80_to_84",1194.3,9608
"10","15_to_19",407.8,6667
"11","90+",3608.4,12667
"12","45_to_49",866.8,14858
"13","10_to_14",147.9,2552
"14","55_to_59",707.8,14019
"15","35_to_39",717.2,13680
"16","30_to_34",828,15470
"17","60_to_64",609.8,9663
"18","25_to_29",1008,17087
"19","65_to_69",393.8,5686
