age,rate,value
0_to_4,2518.5,2036
5_to_9,1902.1,2123
10_to_14,3422.8,3066
15_to_19,8177.6,7205
20_to_24,12933.2,10745
25_to_29,10852.7,10425
30_to_34,9598.2,9763
35_to_39,9225.6,8920
40_to_44,8757.8,8189
45_to_49,10431.5,8960
50_to_54,9514.9,9714
55_to_59,7719.9,8738
60_to_64,6151.4,6087
65_to_69,3721,3482
70_to_74,3283.3,3042
75_to_79,4087.2,2750
80_to_84,5692.3,2850
85_to_89,8635.6,2805
90+,14180.1,2953
