age,rate,value
0_to_4,1020.5,825
5_to_9,844,942
10_to_14,1643.3,1472
15_to_19,4718.2,4157
20_to_24,6557.5,5448
25_to_29,5248.9,5042
30_to_34,4520.4,4598
35_to_39,4433.9,4287
40_to_44,4411.5,4125
45_to_49,5314.7,4565
50_to_54,4745.7,4845
55_to_59,3802.5,4304
60_to_64,2885.2,2855
65_to_69,1623.2,1519
70_to_74,1519.7,1408
75_to_79,1988.6,1338
80_to_84,2884.1,1444
85_to_89,4488.6,1458
90+,7380.6,1537
