age,value,rate
0_to_4,234,276.3
5_to_9,215,203.1
10_to_14,341,362
15_to_19,1382,1490.6
20_to_24,1589,1779.4
25_to_29,1295,1217.8
30_to_34,1181,1108.5
35_to_39,1086,1128.1
40_to_44,1041,1138.8
45_to_49,1163,1390.1
50_to_54,1218,1255.9
55_to_59,1285,1197.7
60_to_64,870,926.5
65_to_69,605,683.1
70_to_74,637,735.3
75_to_79,695,1168
80_to_84,635,1599.5
85_to_89,507,2369.6
90+,358,3694.1
